,tot,counts,mean
Water Aerobics,1338960.0,19.0,70471.57894736843
Control Of Substances Hazardous To Health (COSHH),0.0,0.0,
Rapid Control Prototyping,236350.0,2.0,118175.0
Certified Playground Safety Inspector,1834870.0,33.0,55602.121212121216
Aeration Systems,596294.5,18.0,33127.47222222222
Tire Manufacturing,44034.0,1.0,44034.0
TI MSP430,213960.0,2.0,106980.0
Health Data Management,0.0,0.0,
Data Structure Alignment,918900.0,12.0,76575.0
Ansoff Matrix,0.0,0.0,
Nucleotide,0.0,0.0,
Low Level Virtual Machine (Free Compilers And Interpreters),607500.0,4.0,151875.0
National Affordable Housing Professional,119080.0,2.0,59540.0
Nanofabrication,160000.0,2.0,80000.0
Query Designer,0.0,0.0,
Wireless Network Interface Controllers,775105.0,13.0,59623.46153846154
Fast Ethernet,414643.0,4.0,103660.75
Anaphylaxis,1807949.0,36.0,50220.805555555555
3GPP2 (Telecommunication),95500.0,1.0,95500.0
Aquatic Science,64480.0,2.0,32240.0
State Space,680530.0,6.0,113421.66666666667
Nastran (Computer-Aided Design Software),1265313.5,17.0,74430.20588235294
Civil Aviation,2830835.0,27.0,104845.74074074074
Computational Electromagnetics,201257.0,2.0,100628.5
Monitor Control Command Set,496245.0,6.0,82707.5
Deflation,501389.0,6.0,83564.83333333333
Limnology,669332.5,11.0,60848.40909090909
Electronic Performance Support Systems,298200.0,4.0,74550.0
Community Health Improvement,1913917.5,30.0,63797.25
Multicultural Education,286619.5,6.0,47769.916666666664
tvOS,891700.0,8.0,111462.5
Password Safe,0.0,0.0,
Truth Table,81000.0,1.0,81000.0
Value Process Management,0.0,0.0,
Hostile Work Environment,4812411.0,77.0,62498.844155844155
Digital Indicators,175884.0,5.0,35176.8
Sequence Alignment,121820.0,2.0,60910.0
Pagination,231120.0,2.0,115560.0
CONTENTdm,171000.0,3.0,57000.0
Eyeon Fusion,753480.0,29.0,25982.068965517243
Femap,486640.0,8.0,60830.0
Photography Portfolio,580840.0,8.0,72605.0
Refurbishment,1621106.5,24.0,67546.10416666667
Airport Security Clearance,238160.0,4.0,59540.0
Cost Of Capital,341517.5,5.0,68303.5
Tree Stump Removal,829756.0,21.0,39512.19047619047
Chinese Hamster Ovary Cell,458088.5,7.0,65441.21428571428
Solar Panels,450840.0,6.0,75140.0
Derivative Valuation,1503960.0,12.0,125330.0
General Certificate Of Secondary Education,491190.0,11.0,44653.63636363636
International Material Data Systems,824700.0,12.0,68725.0
Docker Machine,312000.0,2.0,156000.0
Maternal Health,318380.0,3.0,106126.66666666667
Extended Computer Aided Test Tool (ECATT),0.0,0.0,
SAP Universe Designer,0.0,0.0,
Contextual Image Classification,166400.0,1.0,166400.0
XMLhttprequest,522752.0,9.0,58083.555555555555
Respiratory Insufficiency,638820.0,9.0,70980.0
Flow Measurement,53040.0,1.0,53040.0
IEEE 802.11,1248960.0,13.0,96073.84615384616
Project Structuring,190800.0,2.0,95400.0
XPC Target (Simulation Programming Language),236350.0,2.0,118175.0
Certified Physician Practice Manager,659416.0,6.0,109902.66666666667
Payroll Compliance Practitioner,0.0,0.0,
Georeference,184400.0,5.0,36880.0
Windows Setup,86320.0,2.0,43160.0
Dynamic Mechanical Analysis,1534480.0,15.0,102298.66666666667
Cannabis And Hemp Extraction,166900.0,4.0,41725.0
Agroecology,291983.0,4.0,72995.75
Hybridoma Technology,274601.5,4.0,68650.375
Dilution Refrigerator,83200.0,1.0,83200.0
Facial Rejuvenation,343560.0,4.0,85890.0
OpenNMS,118560.0,2.0,59280.0
AFGROW,0.0,0.0,
Antibiotic Sensitivity,83200.0,2.0,41600.0
Event Listeners (Java),560000.0,5.0,112000.0
Forceps,234000.0,3.0,78000.0
Serbo-Croatian Language,530132.0,13.0,40779.38461538462
VSCO App,31200.0,1.0,31200.0
Matrimonial Regime,0.0,0.0,
Gcloud,600000.0,3.0,200000.0
Treasury International Capital,67600.0,2.0,33800.0
Patient Activation Measure,0.0,0.0,
Appway,1399658.5,11.0,127241.68181818182
Multi-Core SMP,0.0,0.0,
Mastectomy,690196.5,16.0,43137.28125
Open VSwitch,0.0,0.0,
Microsoft Enterprise Library,1546908.0,13.0,118992.92307692308
Robotic Liquid Handling Systems,101922.0,2.0,50961.0
Home Recording,0.0,0.0,
Public Budgeting,521200.0,6.0,86866.66666666667
Orifice Plate,90480.0,1.0,90480.0
Revenue Bond,338000.0,3.0,112666.66666666667
Cargo Systems,0.0,0.0,
Googletest,667500.0,6.0,111250.0
AWS Auto Scaling,0.0,0.0,
Cryopreservation,413566.0,6.0,68927.66666666667
Certified Fire Inspector I,1074699.0,18.0,59705.5
Pointwise,0.0,0.0,
Medical Records Formatting,919048.0,13.0,70696.0
Apache Karaf,0.0,0.0,
Certified Professional Purchasing Management,459416.0,4.0,114854.0
Exterior Insulation Finishing Systems,1066333.5,16.0,66645.84375
IEC 62366,946896.0,7.0,135270.85714285713
McAfee Enterprise Security Manager,0.0,0.0,
Observational Error,95000.0,1.0,95000.0
Certified Hand Therapist,140453.0,2.0,70226.5
Keyhole Markup Language,773700.0,7.0,110528.57142857143
CommonJS,440960.0,4.0,110240.0
Mload,104000.0,1.0,104000.0
Software-In-The-Loop,678500.0,6.0,113083.33333333333
Template Engine,386800.0,3.0,128933.33333333333
Registered Clinical Exercise Physiologist,55120.0,1.0,55120.0
Inkscape,38480.0,2.0,19240.0
Climate Change Adaptation,0.0,0.0,
Directory Assistance,342568.0,10.0,34256.8
Service Choreography (Web Service Specifications),0.0,0.0,
Outbound Transactions,622900.0,12.0,51908.333333333336
Biomass Conversion,0.0,0.0,
Automatic Identification And Data Capture,3948118.0,38.0,103897.84210526316
Epicyclic Gearing,104000.0,1.0,104000.0
Krav Maga,318900.0,7.0,45557.142857142855
Block Heater,33280.0,1.0,33280.0
Simscape,111500.0,1.0,111500.0
Data Transfer Object,878216.0,9.0,97579.55555555556
TAFIM,1221405.5,10.0,122140.55
Contingency Fund,166400.0,1.0,166400.0
Endeca Guided Search,216657.0,2.0,108328.5
Craniosacral Therapy,1960020.0,21.0,93334.28571428571
Switcher,51000.0,1.0,51000.0
Steam Engines,0.0,0.0,
Structure Activity Relationship,83418.0,1.0,83418.0
Ischemia-Reperfusion Injury,94848.0,2.0,47424.0
Parallel Computing,270900.0,3.0,90300.0
Flat Sketching,250360.0,7.0,35765.71428571428
Match Moving,104000.0,1.0,104000.0
Differentiated Services Code Point,0.0,0.0,
Exploratory Laparotomy,80000.0,2.0,40000.0
Phage Display,139480.0,2.0,69740.0
Traffic Collision Reconstruction,0.0,0.0,
Grubbing,723372.0,15.0,48224.8
Plasma Processing,416405.5,11.0,37855.045454545456
Endpoint Devices,3940177.0,36.0,109449.36111111111
Suprapubic Cystostomy,0.0,0.0,
Compact Framework,0.0,0.0,
Native SQL,628575.0,5.0,125715.0
National Labor Relations Act (NLRA),1847781.0,15.0,123185.4
Adversarial Machine Learning,0.0,0.0,
Interactive Kiosk,61500.0,2.0,30750.0
Wireless Data Service,317200.0,3.0,105733.33333333333
J2C - Java To C++ Converter,0.0,0.0,
Unreal Blueprint,139000.0,1.0,139000.0
Strain Gauge,198720.0,4.0,49680.0
A3 Problem Solving Techniques,50250.0,1.0,50250.0
Static Electricity,281642.0,6.0,46940.333333333336
Workamajig,0.0,0.0,
Vicarious Traumatization,259293.0,4.0,64823.25
Java Data Objects,81890.0,2.0,40945.0
Ancient Greek,36400.0,1.0,36400.0
Plesiochronous Digital Hierarchy,499200.0,3.0,166400.0
Crop Harvesting,238760.0,6.0,39793.333333333336
Deep Foundation,796000.0,8.0,99500.0
Food Procurement,1190930.0,15.0,79395.33333333333
Peripheral Blood Mononuclear Cells,55546.5,1.0,55546.5
ZocDoc,1605351.5,32.0,50167.234375
Quality Process Analysis,195160.0,2.0,97580.0
Online Charging Systems,0.0,0.0,
Asphalt Plants,1287220.0,11.0,117020.0
Integrity Testing,1332887.5,22.0,60585.795454545456
Ship Management,35360.0,1.0,35360.0
Excel Services,953507.0,11.0,86682.45454545454
Hornetq,1007000.0,7.0,143857.14285714287
Biginsights,140000.0,1.0,140000.0
Victim Advocacy,2197848.0,42.0,52329.71428571428
Apartment Management Laws,0.0,0.0,
Heliophysics,0.0,0.0,
Variance Reduction,520407.5,5.0,104081.5
Static Testing,366600.0,7.0,52371.42857142857
Prader -Willi Syndrome,379860.0,12.0,31655.0
Ophthalmic Photography,244400.0,6.0,40733.333333333336
Amazon WorkSpaces,269960.0,4.0,67490.0
Pop Music,0.0,0.0,
Supercapacitor,161500.0,2.0,80750.0
Mudbox,300548.0,6.0,50091.333333333336
ChatOps,1001500.0,6.0,166916.66666666666
Unfair Competition,970000.0,9.0,107777.77777777778
Water Consumption,90792.0,2.0,45396.0
Curve Fitting,0.0,0.0,
Kevlar,199056.0,6.0,33176.0
Transvaginal Oocyte Retrieval,0.0,0.0,
Microhardness Testing,874500.0,22.0,39750.0
Screencast,0.0,0.0,
Managed Property,1151620.0,26.0,44293.07692307692
Formal Verification,679800.0,5.0,135960.0
Credential Providers,387663.0,4.0,96915.75
Cognitive Flexibility,705200.0,13.0,54246.153846153844
Mobile Native Application Testing,289120.0,2.0,144560.0
Remote Debugging,350495.0,4.0,87623.75
Blind Signal Separation,0.0,0.0,
Hypnosis,482486.0,6.0,80414.33333333333
Lithotripsy,2013165.0,34.0,59210.73529411765
Animal Rights,251680.0,7.0,35954.28571428572
Apheresis Technician,127140.0,1.0,127140.0
User Objects,272640.0,3.0,90880.0
Symbolic Computation,0.0,0.0,
Reverse Transcription Polymerase Chain Reactions,278910.0,5.0,55782.0
Cheminformatics,0.0,0.0,
Release Builds,255000.0,5.0,51000.0
Not-For-Profit Auditing,392500.0,5.0,78500.0
Diversity Equity And Inclusion Policies,503730.0,3.0,167910.0
Permissible Stress Design,0.0,0.0,
Process Automation Systems,1589592.0,15.0,105972.8
Training And Development Needs Assessment,1500534.5,21.0,71454.02380952382
Millennium Software,1589160.0,46.0,34546.95652173913
Lead Workflow,568929.5,7.0,81275.64285714286
Animal Physiology,254354.5,5.0,50870.9
Inotropic Therapy,1019200.0,14.0,72800.0
Disk Imaging,247120.0,4.0,61780.0
Mobile Virtual Network Operator,190000.0,2.0,95000.0
Long-Only,429800.0,5.0,85960.0
Ductility,1199477.0,25.0,47979.08
Heat Recovery Ventilation,92893.0,2.0,46446.5
Certified Personal Chef,166400.0,4.0,41600.0
Consolidated Accounts,688460.0,12.0,57371.666666666664
Financing Cost,383200.0,5.0,76640.0
Heat Bending,95680.0,2.0,47840.0
Transduction,64480.0,1.0,64480.0
Psychodrama,731825.5,8.0,91478.1875
HVAC Automation Systems,69000.0,1.0,69000.0
Intelligent Software Assistant,533366.0,5.0,106673.2
Cellular Digital Packet Data,317200.0,3.0,105733.33333333333
Bit.ly,1073855.5,6.0,178975.91666666666
BigMachines,258100.0,2.0,129050.0
Molecular Query Language,0.0,0.0,
British Sign Language,78000.0,2.0,39000.0
Pharmaceutical Microbiology,0.0,0.0,
Carbon Capture And Storage,0.0,0.0,
Language Localisation,339040.0,3.0,113013.33333333333
Eye Examination,623383.5,15.0,41558.9
Data Localization,117500.0,1.0,117500.0
Frequency Domain,209950.0,2.0,104975.0
Vegetation Surveys,362274.0,14.0,25876.714285714286
Predictive Dialer,2450700.0,31.0,79054.83870967742
Service Locator Patterns,214490.0,2.0,107245.0
Container Shipping,771780.0,12.0,64315.0
Commercial Mortgage-Backed Securities,186978.0,2.0,93489.0
Training Package,85000.0,1.0,85000.0
Semantic Analysis,180000.0,1.0,180000.0
Affirmative Action Compliance,697143.0,9.0,77460.33333333333
Yacc,180000.0,1.0,180000.0
Blind Stitch,551800.0,14.0,39414.28571428572
Clinical Translation,0.0,0.0,
Galera,314000.0,5.0,62800.0
Edge Development Options,3557873.0,30.0,118595.76666666666
Historical Simulation,0.0,0.0,
File Allocation Table (Software),0.0,0.0,
CloverETL,0.0,0.0,
Impact.js,0.0,0.0,
Judicial Review,589399.0,7.0,84199.85714285714
Hyperthyroidism,43680.0,1.0,43680.0
Digital Data Systems,0.0,0.0,
Stoichiometry,204880.0,6.0,34146.666666666664
Residential Electronics Systems Integrator,343540.0,6.0,57256.666666666664
Access Control Facility,1132560.5,6.0,188760.08333333334
Enzyme Analysis,160160.0,2.0,80080.0
Amazon Managed Streaming for Apache Kafka (Amazon MSK),3504900.0,20.0,175245.0
Client Certificates,29120.0,1.0,29120.0
Urban Transportation,657503.0,7.0,93929.0
Photo Essays,0.0,0.0,
Micropipettes,1164779.0,30.0,38825.96666666667
Integrated Reporting,301795.0,3.0,100598.33333333333
GNU Image Manipulation Program (GIMP),38480.0,2.0,19240.0
Test Data Generation,1539600.0,14.0,109971.42857142857
Macintosh Hardware,24960.0,1.0,24960.0
Social Interventionism,54080.0,1.0,54080.0
Enzyme Replacement Therapy,832000.0,11.0,75636.36363636363
Microsoft Edge,385840.0,6.0,64306.666666666664
Creatinine Testing,0.0,0.0,
Surface Mining,0.0,0.0,
Snipping Tool,0.0,0.0,
Web Authoring,923560.0,10.0,92356.0
Sonication,106080.0,3.0,35360.0
Fusebox (Programming),616460.0,8.0,77057.5
Treadles,299800.0,7.0,42828.57142857143
Bradycardia,221936.0,2.0,110968.0
Technology Education,744742.0,8.0,93092.75
Robotium,626000.0,5.0,125200.0
Backup Replication,261000.0,2.0,130500.0
Rate Limiting,1140100.0,9.0,126677.77777777778
Breakpoint,1732551.0,23.0,75328.30434782608
Alternating Current,1596073.5,22.0,72548.79545454546
Seed Preparation,338260.0,10.0,33826.0
Breast Reconstruction,73840.0,2.0,36920.0
Irrigation Management,210600.0,4.0,52650.0
Enology,70000.0,1.0,70000.0
Concur Invoice,553949.5,7.0,79135.64285714286
Visualization Toolkit (VTK),208759.0,2.0,104379.5
McKesson System,105612.0,3.0,35204.0
Image Sensor,768246.5,9.0,85360.72222222222
Electronic Resource Management,0.0,0.0,
Front And Back Office Application,404092.0,3.0,134697.33333333334
Serials Management,108368.0,3.0,36122.666666666664
Blind Experimentation,0.0,0.0,
SAP Logistics Execution System,387500.0,3.0,129166.66666666667
Federal Payroll Regulations,603579.0,12.0,50298.25
Access Control Matrix,0.0,0.0,
Angiogenesis,121680.0,2.0,60840.0
Color Conversion,103128.0,2.0,51564.0
Physiological Psychology,0.0,0.0,
Spatial Planning,141440.0,3.0,47146.666666666664
Direct Materials Sourcing,1039000.0,11.0,94454.54545454546
Climate Policy,556216.0,6.0,92702.66666666667
System Context Diagram,115000.0,1.0,115000.0
Endocannabinoid System,303840.0,9.0,33760.0
Forensic Pathology,2829667.5,19.0,148929.86842105264
Land Reclamation,64183.0,1.0,64183.0
Import Declarations,300720.0,5.0,60144.0
Iostat,273540.0,3.0,91180.0
String Search,0.0,0.0,
Function Module,301600.0,2.0,150800.0
XML-RPC,462800.0,5.0,92560.0
Chromium OS,0.0,0.0,
Weather Radar,396375.5,5.0,79275.1
PMI Risk Management Professional,102300.0,1.0,102300.0
Infrastructure Management Services,974828.0,17.0,57342.82352941176
Nephritis,55656.0,1.0,55656.0
Acrylic Paint,1057680.0,28.0,37774.28571428572
Rotoscoping,104000.0,1.0,104000.0
Diagnostic Audiology,554651.0,7.0,79235.85714285714
Weebly,343200.0,6.0,57200.0
DraftSight,371600.0,6.0,61933.333333333336
Vmstat,1163720.0,10.0,116372.0
Dropwizard,2630960.0,20.0,131548.0
Franchise Disclosure Document,1370000.0,5.0,274000.0
Embedded Wizard,1320000.0,12.0,110000.0
Video Graphics Array,1139800.0,29.0,39303.44827586207
User Tracking,110240.0,1.0,110240.0
Google Groups,237500.0,4.0,59375.0
Lastpass,270000.0,2.0,135000.0
White Labelling,290000.0,2.0,145000.0
Mastery Learning,270340.0,5.0,54068.0
Marketing Communications Planning Framework,0.0,0.0,
Hall Effect,363000.0,4.0,90750.0
Sex Therapy,1291083.5,10.0,129108.35
Hydrolysis,269920.0,3.0,89973.33333333333
Federal Unemployment Tax Act,238880.0,5.0,47776.0
JanusGraph,1046100.0,8.0,130762.5
Schedule Risk Analysis,0.0,0.0,
Cell-Based Bioassays,655000.0,9.0,72777.77777777778
ArcGIS Mapping,334994.0,7.0,47856.28571428572
Adenosine,50000.0,1.0,50000.0
Houdini (3D Animation Software),1104380.0,14.0,78884.28571428571
Hazardous Waste Manifests,146500.0,2.0,73250.0
Groove Welding,756655.0,16.0,47290.9375
Toad Data Modeler,529931.5,4.0,132482.875
Onboarding Strategies,1069600.0,12.0,89133.33333333333
Cisco Certified Network Professional (CCNP) Enterprise,416367.0,3.0,138789.0
Scleroderma,32240.0,1.0,32240.0
Venture Philanthropy,0.0,0.0,
Temporary Pacemakers,784987.5,9.0,87220.83333333333
Remote Authentication,431840.0,6.0,71973.33333333333
Computational Design,681896.0,7.0,97413.71428571429
Hearing Aid,26062.0,1.0,26062.0
Hypertext Caching Protocol,100737.0,1.0,100737.0
Proton Therapy,285080.0,6.0,47513.333333333336
Link Control Protocol,1380264.0,24.0,57511.0
Flight Software,340000.0,3.0,113333.33333333333
Device Firmware Upgrades,707116.0,8.0,88389.5
Public Opinion,4554374.0,46.0,99008.13043478261
Parallel Study,0.0,0.0,
Designing Cisco Data Center Unified Computing,0.0,0.0,
OpenLink Endur (Software),0.0,0.0,
Tourism Market,792608.0,10.0,79260.8
Shower Repair,29120.0,1.0,29120.0
Maritime Security,699000.0,16.0,43687.5
Multiplexers,642460.0,7.0,91780.0
Electromagnetic Absorption By Water,180860.0,6.0,30143.333333333332
PyCharm,0.0,0.0,
GStreamer,1095140.0,8.0,136892.5
Conceptual Art,273040.0,4.0,68260.0
Plain Text,197288.0,3.0,65762.66666666667
School Counselor Certification,363500.0,7.0,51928.57142857143
Architectural Rendering,239000.0,4.0,59750.0
Multicenter Trial,0.0,0.0,
Neuropharmacology,0.0,0.0,
Bridge Repair,1140623.5,19.0,60032.81578947369
Order Of Draw,380609.0,10.0,38060.9
Sun Certified Java Developer (SCJD),669640.0,5.0,133928.0
Fuel Gas,796485.0,12.0,66373.75
Adobe Premiere Elements,75920.0,2.0,37960.0
Ipconfig,419120.0,8.0,52390.0
Carving,284040.0,7.0,40577.142857142855
Airport Transportation,378324.0,8.0,47290.5
Custom Backend,110955.0,1.0,110955.0
Financial Business Solution,244941.0,2.0,122470.5
Single Camera,42000.0,1.0,42000.0
Rheology,417440.0,4.0,104360.0
Union Relationship Management,448482.5,5.0,89696.5
Environment Variables,605178.5,7.0,86454.07142857143
QualysGuard,104727.0,1.0,104727.0
Tech Genie,0.0,0.0,
Base Calling Interface,450069.5,5.0,90013.9
Energy Policy Analysis,0.0,0.0,
Satellite Truck,0.0,0.0,
Audio Editing Software,1057260.0,21.0,50345.71428571428
Technical Analysis Software,437680.0,4.0,109420.0
Advanced Security Analytics,737698.5,4.0,184424.625
Acetylene Welding,527935.5,10.0,52793.55
Tympanometry,358786.0,6.0,59797.666666666664
RapidMiner,694000.0,4.0,173500.0
Water Jet Cutter,986133.5,13.0,75856.42307692308
Social Inequality,209000.0,3.0,69666.66666666667
Geodemography,0.0,0.0,
Blepharoplasty,201317.5,2.0,100658.75
Domain Name Registrar,282500.0,4.0,70625.0
Medical Anthropology,0.0,0.0,
Rhinoplasty,980517.5,3.0,326839.1666666667
Distributed Order Management,409988.0,4.0,102497.0
Test Indicators,1312642.0,26.0,50486.230769230766
Community Advocacy,635068.0,16.0,39691.75
Single Expansion Ramp Nozzle (SERN),42640.0,1.0,42640.0
Performance Fee,2039872.0,19.0,107361.68421052632
Aquatic Biology,2038077.0,35.0,58230.77142857143
Disambiguation,150000.0,1.0,150000.0
Securities Regulation,403200.0,4.0,100800.0
Certified Industrial Refrigeration Operator (CIRO) Certification,612102.0,8.0,76512.75
Amazon Neptune,3066118.0,22.0,139369.0
Certified Construction Specifier,0.0,0.0,
HP Accredited Platform Specialist,115000.0,2.0,57500.0
Tax Policy,0.0,0.0,
Relaxation Techniques,269260.0,6.0,44876.666666666664
Wikimedia,84000.0,1.0,84000.0
Protein Crystallization,0.0,0.0,
Kinect,165000.0,2.0,82500.0
Kernel Methods,1129500.0,7.0,161357.14285714287
Computer-Assisted Surgery,136340.0,3.0,45446.666666666664
Documentation Generation,305104.5,4.0,76276.125
Cognitive Processing Therapy,608296.5,7.0,86899.5
Apache Administration,1447610.5,11.0,131600.95454545456
WordPress Admin,355020.0,8.0,44377.5
Idioms,228800.0,5.0,45760.0
Placebo-Controlled Study,0.0,0.0,
Propertyware (Property Management Software),852820.0,20.0,42641.0
Molecular Modelling,320816.0,5.0,64163.2
Polypharmacy,2442210.0,19.0,128537.36842105263
Connected Mathematics,147720.0,3.0,49240.0
Elevated Privileges,482600.0,7.0,68942.85714285714
Seven-Segment Display,0.0,0.0,
Building Energy Modeling Professional Certification,67500.0,1.0,67500.0
Modern Art,123240.0,2.0,61620.0
Game Testing,548611.5,10.0,54861.15
Delta Controls Systems,0.0,0.0,
Metabolic Pathways,0.0,0.0,
Uncertainty Analysis,97040.0,2.0,48520.0
Survey Methodologies,951452.0,11.0,86495.63636363637
Supply Chain Risk Assessment,0.0,0.0,
Business Integration Software,37440.0,1.0,37440.0
Core Sampling,1552000.0,15.0,103466.66666666667
Resource-Based Relative Value Scale,708803.5,8.0,88600.4375
Disk Array Controllers,486720.0,9.0,54080.0
TIBCO Hawk,1304160.0,10.0,130416.0
Reinforced Masonry,0.0,0.0,
Variable Air Volume,1995453.0,30.0,66515.1
Location APIs,351520.0,3.0,117173.33333333333
Certified Professional In Erosion And Sediment Control (CPESC),544482.5,9.0,60498.055555555555
Panic Disorder,0.0,0.0,
Customer Engagement Planning,1488800.0,7.0,212685.7142857143
Plone,0.0,0.0,
Apparel Manufacturing,1456255.0,37.0,39358.24324324324
Certified Travel Industry Executive,243360.0,9.0,27040.0
Geomorphology,0.0,0.0,
Vaccine Development,66560.0,2.0,33280.0
Cultural Policy,0.0,0.0,
Distribution System Operators (DSO),78000.0,1.0,78000.0
Population Model,198253.5,2.0,99126.75
Aquaculture,797575.0,16.0,49848.4375
Certified Human Resources Professional,205000.0,2.0,102500.0
Home Staging,3415700.0,71.0,48108.45070422535
Copper Piping,1288100.0,23.0,56004.34782608696
Post Graduate Certificate In Education (PGCE),247112.5,6.0,41185.416666666664
Body Substance Isolation,414557.5,7.0,59222.5
Laser Ablation,1250294.0,8.0,156286.75
Spices (Cooking),102918.0,4.0,25729.5
ICloud,735750.0,16.0,45984.375
Risk And Health Assessment Program For Active Directory,0.0,0.0,
Debt Restructuring,592594.5,6.0,98765.75
Health Products,1184657.0,18.0,65814.27777777778
Block Scheduling,1408268.0,18.0,78237.11111111111
Vasculitis,787500.0,3.0,262500.0
Book Closure,0.0,0.0,
Dramaturgy,158000.0,4.0,39500.0
Loggly,280500.0,3.0,93500.0
Standard Operating Procedures Development,227104.0,3.0,75701.33333333333
Traffic Simulation,0.0,0.0,
AutoCAD DXF,1619500.0,27.0,59981.48148148148
Veterinary Public Health,1203592.0,30.0,40119.73333333333
Certified General Accountant,0.0,0.0,
Weapons Of Mass Destruction (WMD),1996188.0,39.0,51184.307692307695
AutoLISP,276950.0,12.0,23079.166666666668
Drug Education,960160.5,14.0,68582.89285714286
Bone Grafting,1505385.0,19.0,79230.78947368421
International Classification Of Diseases,2016389.0,36.0,56010.805555555555
Remote Data Capture,0.0,0.0,
Combination Inspection,393467.5,5.0,78693.5
Xfs,778340.0,6.0,129723.33333333333
Ferrule,528740.0,15.0,35249.333333333336
Dialyzer,314151.0,7.0,44878.71428571428
Prosecution,3566198.5,41.0,86980.4512195122
TIBCO Business Studio,1941158.5,15.0,129410.56666666667
National Provider Identifier,1597160.0,17.0,93950.58823529411
Gross Pathology,0.0,0.0,
Dry Needling,1523787.5,28.0,54420.982142857145
Biomonitoring,1157299.0,23.0,50317.34782608696
Path Analysis,491600.0,4.0,122900.0
Information Technology Certified Professional,671694.5,7.0,95956.35714285714
Remote Recording,405080.0,6.0,67513.33333333333
Foreign Market,687196.0,8.0,85899.5
Graphing Calculator,284128.0,7.0,40589.71428571428
Phobias,810657.0,10.0,81065.7
Health Laws,667300.0,5.0,133460.0
Image Fusion,0.0,0.0,
Software Requirements Analysis,0.0,0.0,
Experimental Analysis Of Behavior,315200.0,2.0,157600.0
JScript,769687.0,9.0,85520.77777777778
Website Deployment,0.0,0.0,
Ceramic Coating,1283168.5,28.0,45827.44642857143
Life Settlement,144000.0,2.0,72000.0
InnoDB,287500.0,3.0,95833.33333333333
Generalized Multi-Protocol Label Switching,472650.0,3.0,157550.0
Utility Location,2267112.5,39.0,58131.08974358974
International Business Development,2056953.0,14.0,146925.2142857143
Fertilizer Spreaders,467417.5,12.0,38951.458333333336
Ableton Live,342500.0,5.0,68500.0
Plant Tissue Culture,0.0,0.0,
Digital Preservation,453293.0,11.0,41208.454545454544
Flipboard,0.0,0.0,
Bayesian Probability,488000.0,6.0,81333.33333333333
Atoll (RF Planning Software),2214096.0,23.0,96265.04347826086
Mixins,185800.0,2.0,92900.0
Microsoft SharePoint Workspace,138700.0,2.0,69350.0
Social Auditing,93600.0,2.0,46800.0
Eggplant Functional,0.0,0.0,
Content Manager OnDemand (CMOD),1159672.0,8.0,144959.0
Object Access Methods,41600.0,1.0,41600.0
Easytrieve,816953.5,10.0,81695.35
TIBCO iProcess Engine,306400.0,2.0,153200.0
Intrinsic Safety,328640.0,7.0,46948.57142857143
Aircraft Design,349813.5,3.0,116604.5
Construction Design And Management (CDM) Regulations,0.0,0.0,
Embedded C++,1048160.0,9.0,116462.22222222222
Public Order,163280.0,4.0,40820.0
Orthopedic Traction,0.0,0.0,
Adjustment Disorders,743827.0,10.0,74382.7
Telomeres,64941.0,2.0,32470.5
Online Storage,219920.0,5.0,43984.0
Dewey Decimal Classification,665348.0,25.0,26613.92
Gridgain,0.0,0.0,
Contemporary Art,1255100.0,21.0,59766.666666666664
Micromachining,56160.0,1.0,56160.0
Shortcode,0.0,0.0,
Master Business Continuity Professional,72500.0,1.0,72500.0
CompTIA Network+ CE,874367.0,9.0,97151.88888888889
Behat,860800.0,8.0,107600.0
Compiler Design,778300.0,5.0,155660.0
Literary Studies,327637.5,6.0,54606.25
Neighborhood Planning,1423094.0,20.0,71154.7
Text Extraction,115000.0,1.0,115000.0
Eye Disorders,135200.0,2.0,67600.0
Certified Travel Counselor,243360.0,9.0,27040.0
Genetic Markers,0.0,0.0,
Windows Virtual PC,333156.0,4.0,83289.0
Facial Recognition,1895740.0,16.0,118483.75
Residential Combination Inspector,233678.5,3.0,77892.83333333333
Certified Travel Associate,243360.0,9.0,27040.0
Capital Gains Tax,239606.5,2.0,119803.25
Rest Client,337358.5,4.0,84339.625
Wiring Closet,112320.0,3.0,37440.0
Drush,781800.0,9.0,86866.66666666667
Blog Platforms,307858.0,3.0,102619.33333333333
CADKEY,540900.0,7.0,77271.42857142857
MyISAM,287500.0,3.0,95833.33333333333
Wildlife Science,318924.0,11.0,28993.090909090908
Shipment Sorting,528540.0,15.0,35236.0
Commercial Mobile Alert Systems,50160.0,2.0,25080.0
Node-RED,0.0,0.0,
Xacta,0.0,0.0,
Transformer Oil,508845.0,5.0,101769.0
FOUNDATION Fieldbus,0.0,0.0,
Fuel Injection,4120471.0,90.0,45783.01111111111
Firebase Analytics,0.0,0.0,
Digital Curation,211581.0,5.0,42316.2
Create React App,135200.0,1.0,135200.0
Cathode Ray (Electromagnetism),1364430.0,9.0,151603.33333333334
Araxis Merge,0.0,0.0,
Drug Testing,231880.0,7.0,33125.71428571428
Bridge Scour,93300.0,2.0,46650.0
Certified Fire Protection Specialist,1051500.0,9.0,116833.33333333333
TIBCO Adapters,457600.0,3.0,152533.33333333334
Forward Rate Agreement,447990.0,3.0,149330.0
Code Formatting,53040.0,2.0,26520.0
Amniotic Fluid,193180.0,6.0,32196.666666666668
