,covid volatility index,average monthly observations
Skill: Broadcast News,0.32473472763643707,3.2291666666666665
Skill: Location-Based Services,0.32470596124175594,15.1875
Skill: Transport Layer,0.32468371715897704,4.375
Skill: Health Data Standards,0.32465261910958915,0.125
Skill: Chemical Ionization,0.32462333936856513,3.6666666666666665
Skill: IIBA Agile Analysis Certification,0.3244746720922661,0.375
Skill: Public Safety Telecommunication,0.3243642097289523,2.9166666666666665
Skill: SQL Services,0.3242070947645214,0.6875
Skill: Nozzles,0.3241779836066544,0.8125
Skill: Wildfire Suppression,0.324164025151864,1.1041666666666667
Skill: Ultrasonic Testing,0.323995212642352,1.625
Skill: Pediatrics,0.3239317103565794,1100.0208333333333
Skill: Durable Goods,0.32391252632528256,0.7291666666666666
Skill: Wax,0.323699005596531,90.04166666666667
Skill: Sleep Studies,0.32344488140770317,7.979166666666667
Skill: Series 65 Uniform Registered Investment Adviser Law License (RIA),0.3234352384175797,43.16666666666666
Skill: Russian Language,0.32313846246889844,62.75
Skill: Apache CXF,0.3230175632406481,7.666666666666667
Skill: Medical Device Development,0.32298575275552366,16.166666666666668
Skill: Diesel Generators,0.32296629945907424,6.104166666666667
Skill: 2020 Design Software,0.32278935150382215,4.375
Skill: CryEngine,0.32252791712754364,0.4583333333333333
Skill: Stairs And Railings,0.3222654045422468,1.9375
Skill: Micro Focus UCMDB,0.3222484170786002,0.9791666666666666
Skill: Four-Stroke Engine,0.3222211685883899,0.4583333333333333
Skill: Active Pharmaceutical Ingredients,0.322189515520559,7.791666666666667
Skill: Acute Rehabilitation,0.32214186243418996,11.479166666666666
Skill: Chest Radiograph,0.3221395974269315,1.1458333333333333
Skill: Wire Transfer,0.32190622786037015,28.479166666666668
Skill: Herbalism,0.3217305372548238,0.7708333333333334
Skill: Contract Manufacturing,0.3214521774493048,8.875
Skill: Genome-Wide Association Study,0.32114827040524757,1.5833333333333333
Skill: Vision Document,0.32109283182788084,1.0
Skill: Threat Detection,0.3210916362882465,20.229166666666668
Skill: Subordination Agreements,0.3210798341381851,2.5416666666666665
Skill: Code Conversion,0.3208123472034625,0.625
Skill: Traffic Control Supervisor (TCS) Certification,0.32076999141386553,0.0625
Skill: Cryo-Electron Microscopy,0.3205092213193582,0.5
Skill: Distributed Component Object Model,0.32038304337196505,0.6875
Skill: Activity Recognition,0.32020107088084804,0.2708333333333333
Skill: IxLoad (Network Testing Tool),0.3201153323070834,0.125
Skill: Kurdish (Language),0.3200375286175182,0.8125
Skill: Reading Intervention,0.31989484675363195,3.9583333333333335
Skill: Task Parallel Library (.NET Framework),0.31953348293189426,0.3958333333333333
Skill: Certified Regulatory And Compliance Professional,0.3194596068342746,4.979166666666667
Skill: Hazard Identification,0.3192824513009003,1.625
Skill: ArcInfo,0.3192674387752261,0.1041666666666666
Skill: Compiler Construction,0.31912963751732504,0.2083333333333333
Skill: Therapeutic Gas Administration Apparatus,0.31876943229669086,1.2083333333333333
Skill: Operands,0.31860526523670596,0.9791666666666666
Skill: Core Data (Software),0.3184600978255361,10.25
Skill: Open Interface,0.31776122495221004,0.6041666666666666
Skill: BBEdit,0.3176957403172519,0.625
Skill: IBM OMEGAMON,0.3175052743102764,2.8541666666666665
Skill: Webshop,0.3174090972844581,0.3541666666666667
Skill: CMS-1500 Forms,0.3169494267181715,0.5833333333333334
Skill: SQuirreL SQL Client,0.3168239810954626,0.1666666666666666
Skill: Blood Chemistry Changes,0.3167739553925898,0.9583333333333334
Skill: Accident Analysis,0.31676582369640693,18.9375
Skill: Conjunctivitis,0.31673485951608227,0.2083333333333333
Skill: Messaging Pattern,0.3165860074734247,2.4375
Skill: Coordinate Geometry,0.3165645456617047,0.4583333333333333
Skill: Geothermal Energy,0.3164967429274989,0.7291666666666666
Skill: HP/OpenText Exstream,0.3164271999683721,2.6041666666666665
Skill: Wetland Management,0.31641291860060317,0.0833333333333333
Skill: Exit Planning,0.3162565094387801,0.5416666666666666
Skill: Grapple Truck,0.31589955867432284,0.3125
Skill: Mitochondria,0.31571501792865353,0.5
Skill: Debt Restructuring,0.3155117565045159,0.9583333333333334
Skill: Immunochemistry,0.315503850239077,3.0416666666666665
Skill: Multi-Core Processors,0.31526238937235346,1.0416666666666667
Skill: Biomarkers,0.3149752142201049,20.1875
Skill: Certified Financial Services Auditor,0.3148437174134495,5.770833333333333
Skill: Pet First Aid,0.31476773470391106,7.5
Skill: Convertible Bond,0.3147132374396061,1.0625
Skill: Mortgage Modification,0.31467856347580053,2.9375
Skill: Enterprise Application Integration,0.31464819347623124,91.45833333333331
Skill: Pediculosis,0.3144895985772688,0.2708333333333333
Skill: Stem Cell Biology,0.3144805967263271,3.4166666666666665
Skill: Commercial Roofing,0.31440967019801885,20.5625
Skill: Yslow,0.3142765815583349,0.2291666666666666
Skill: Chemical Accidents,0.31418287512876814,4.791666666666667
Skill: Analog Devices,0.3139366131584261,1.2708333333333333
Skill: Digital Subscriber Line Access Multiplexer,0.3138733419152628,0.0625
Skill: Beam Engines,0.31382314988486093,0.5
Skill: Skybox,0.31367594449757624,1.1041666666666667
Skill: Landfill Gas Collection,0.31355712538581193,1.125
Skill: Impulse Control,0.3134562251837014,0.7708333333333334
Skill: Government Contracting,0.31342248907265563,23.5
Skill: Text Extraction,0.31335125597704894,0.2708333333333333
Skill: Qualified Rigger,0.3127641420046698,0.1458333333333333
Skill: Pega Certified System Architect,0.3127525836988854,0.9791666666666666
Skill: Malwarebytes' Anti-Malware,0.312695583575949,2.375
Skill: Copy Protection,0.312658350172286,0.125
Skill: Packaging And Labeling,0.3124279313038573,3140.645833333333
Skill: MSTest,0.31238163692506155,12.270833333333334
Skill: Mule (Software),0.31211604020266936,6.604166666666667
Skill: Mechanic's Lien,0.3120223133111698,3.0
Skill: Trigger Point,0.31198353867049505,4.8125
Skill: General-Purpose Input/Output,0.31189635056459114,1.375
Skill: Audiogram,0.3117978384999306,0.375
Skill: Series 63 Uniform Securities Agent State Law License,0.311791507613798,53.35416666666666
Skill: Information Mapping,0.31155105217721246,3.145833333333333
Skill: Commercial Electrical Inspection,0.31153195603518136,0.125
Skill: Chatbot,0.31125151984344873,26.08333333333333
Skill: Interest Rate Derivatives,0.3111977907736524,5.270833333333333
Skill: FlexTrade,0.31105307423336565,1.1041666666666667
Skill: Thermal Hydraulics,0.3110521242263828,1.125
Skill: Venous Catheterization,0.3109973724699665,0.3541666666666667
Skill: Pin Gauges,0.31099533738392243,8.291666666666666
Skill: Lighting Control Console,0.31094240769620657,1.375
Skill: Sorting,0.3109216124164397,1505.5
Skill: Winsock File Transfer Protocol (WS_FTP),0.31088628380465033,0.2916666666666667
Skill: Graphic Organizer,0.3108835615735629,0.1875
Skill: Power Plant Equipment,0.31086880864659777,5.979166666666667
Skill: Oxygen Cylinders,0.31076890342512936,0.4791666666666667
Skill: Investigational New Drug Application,0.3106717343317107,0.7916666666666666
Skill: Skid Steer Loaders,0.3106292342332853,12.854166666666666
Skill: Pallet Jack Certification,0.3105488771538087,10.145833333333334
Skill: Bot Framework,0.31007602797217737,2.645833333333333
Skill: Net Health Optima,0.3099603333134152,1.5833333333333333
Skill: System Migration,0.3099399141578463,3.7916666666666665
Skill: Cytokines,0.309917916350748,0.7291666666666666
Skill: Substance Control,0.30985053248509115,0.3958333333333333
Skill: Gene Expression,0.309744528269128,7.479166666666667
Skill: Reamer,0.3095755168545977,7.020833333333333
Skill: Fisheries Management,0.30956186361805227,0.4583333333333333
Skill: Molecular Microbiology,0.30954382720484896,3.9583333333333335
Skill: Plasma Processing,0.3095411469747973,3.5
Skill: English Language,0.30945486466482647,1981.0
Skill: Game Mechanics,0.30904455086224786,1.6458333333333333
Skill: Educational Planning,0.3090435833188401,9.895833333333334
Skill: Behavioral Health,0.30891920416670915,505.125
Skill: ISO 26262 Standard,0.3088480623226163,7.520833333333333
Skill: Litter Control,0.30880320370607023,1.7708333333333333
Skill: Digital Radiography,0.3088002544581726,23.354166666666668
Skill: AWS Inferentia,0.30859322660656435,0.1875
Skill: Income Support,0.30856608993706114,2.2291666666666665
Skill: Deltek Cobra,0.3084574203739112,0.8333333333333334
Skill: Hearing Aid,0.30818620848253875,0.1041666666666666
Skill: Germanium,0.3080351365319625,0.1666666666666666
Skill: Spark Streaming,0.30793979971566443,23.416666666666668
Skill: General Electric LM6000,0.30792473197927855,0.1041666666666666
Skill: Surrogate Key,0.30791296353355324,0.2083333333333333
Skill: Integrative Psychotherapy,0.3074707691405855,0.2708333333333333
Skill: Corporate Litigations,0.30733844475187916,2.6041666666666665
Skill: Annealing Furnaces,0.3073018412732148,0.5208333333333334
Skill: End Cap Placement,0.30727759144272937,0.1875
Skill: Biomedical Instrumentation,0.30671403611536197,6.979166666666667
Skill: Clinical Data Exchange,0.3064818273700761,1.1875
Skill: AC Power Plugs And Sockets,0.306174569774326,5.625
Skill: Fluid Coupling,0.305921924549216,0.1458333333333333
Skill: Retail Management,0.3058633848682563,388.5
Skill: Automatic Call Distributor,0.30542782020609094,17.729166666666668
Skill: Mechanics,0.3052673266459224,534.8125
Skill: Composer PHP,0.30516771247412844,0.0625
Skill: Good Laboratory Practice (GLP),0.3051228839192161,114.83333333333331
Skill: GoToMyPC,0.30461927103346076,0.8125
Skill: Backup Tools (Backup Software),0.30460584099906374,1.5
Skill: Hygrometers,0.3045770798819737,0.375
Skill: Lumped Element Model,0.3043894463999251,0.3958333333333333
Skill: Windows Programming,0.3043157001730409,1.9791666666666667
Skill: Bicarbonate,0.3042474430724519,5.354166666666667
Skill: Phycology,0.3042302309956544,3.0416666666666665
Skill: Data Direct Networks,0.30422738576144615,0.6041666666666666
Skill: Dementia,0.30420389520977664,111.52083333333331
Skill: Public Service Announcement,0.30411680649116074,2.6875
Skill: Sysfs,0.3040598837537922,0.375
Skill: Medicaid Management Information Systems (MMIS),0.3039888087522905,1.7291666666666667
Skill: HP 3Par,0.3039086737053584,0.3541666666666667
Skill: Assay Development,0.30371562986537093,14.041666666666666
Skill: Electronic Packaging,0.3035857147424084,1.6458333333333333
Skill: Approximate String Matching,0.30354131786463906,1.6666666666666667
Skill: Apache Fop,0.3035143082635855,0.1666666666666666
Skill: Outboard Motors,0.3034826768349905,0.5416666666666666
Skill: Federal Lending,0.3034672815378617,6.604166666666667
Skill: Activated Sludge Treatment,0.30336872372302315,0.3541666666666667
Skill: Certified Outpatient Coder,0.30326590716863555,2.6666666666666665
Skill: Airport Authorities,0.303251961240685,7.6875
Skill: Vector Control,0.303194544375249,0.6875
Skill: CDL Class B License,0.3031168938290602,147.3125
Skill: Gerontological Nursing,0.30306392385841385,3.9375
Skill: Customer Information Quality,0.30287017368486807,0.125
Skill: Certified Medical Laser Safety Officer,0.30287017368486807,0.0625
Skill: Unix File Systems,0.30272307794854125,3.395833333333333
Skill: Balance Sheet Analysis,0.30254249102208314,17.5
Skill: Certified Patient Safety Officer,0.30242444576499106,0.9375
Skill: Certified Survey Technician,0.30236438569342416,0.3333333333333333
Skill: Otoscopes,0.3023393555263949,1.0833333333333333
Skill: Octave,0.302314406170323,0.8958333333333334
Skill: English Endorsement,0.30205531283441617,2.9166666666666665
Skill: Organ Transplantation,0.3020370535765464,36.22916666666666
Skill: Build Time,0.30200163427414217,0.8333333333333334
Skill: Autism Diagnostic Observation Schedule,0.30194894339434264,1.8958333333333333
Skill: Punjabi Language,0.3019180294252735,4.5
Skill: Quantum Mechanics,0.3019156799679045,1.125
Skill: Securities (Finance),0.3017015404057812,295.0833333333333
Skill: Plumbing Systems,0.30155144796727285,56.9375
Skill: Matrix Methods (Structural Analysis),0.3014896375149459,0.1041666666666666
Skill: Miniaturization,0.30144752094198685,0.2291666666666666
Skill: Enterprise Vocabulary Services (EVS),0.3013350022202344,5.3125
Skill: Cisco Configuration Professional,0.30127562431205024,0.3333333333333333
Skill: Sonatype,0.30121403565158256,2.5
Skill: Acoustic Emission,0.3012004697533956,0.2291666666666666
Skill: Uniformed Services Employment And Reemployment Rights Act,0.3011065515241873,1.1666666666666667
Skill: Keyword Protocol 2000,0.30104301030940306,1.1875
Skill: Time Tracking Software,0.30095081003058494,6.104166666666667
Skill: Nuclear Navy,0.30080281740768217,0.4375
Skill: Revolving Fund,0.3007341478788291,0.75
Skill: BRFplus,0.3007335191334373,4.0625
Skill: General Mathematics,0.3005560936006978,66.91666666666667
Skill: Medical Laboratory Management,0.3005458468573992,0.0833333333333333
Skill: ISO 8583 Standard,0.300496116567598,0.5416666666666666
Skill: Mobile Strategy,0.300442773352993,4.75
Skill: Eye Disorders,0.30039408122831235,0.3333333333333333
Skill: Hot-Dip Galvanization,0.3003087197140629,0.2916666666666667
Skill: Win-Loss Analysis,0.30029648364777844,6.791666666666667
Skill: IBM Mainframe Utility Programs,0.30028501458778095,2.125
Skill: Marine Insurance,0.30009567339732346,6.9375
Skill: Animal Observation And Monitoring,0.30006933668245545,2.083333333333333
Skill: Odds Ratios (Epidemiology),0.29986020182302087,0.1875
Skill: Additives,0.29985680272527404,0.3541666666666667
Skill: Handling Confrontation,0.2998483433838953,8.375
Skill: Certified Risk Professional,0.2998351706248866,0.6041666666666666
Skill: Certified Flight Instructor,0.29981425535868994,2.0
Skill: Home Ownership And Equity Protection Act Of 1994,0.29977765908173837,0.5
Skill: Circular 230,0.2997204819311793,18.8125
Skill: News Anchoring,0.2996304087683259,3.395833333333333
Skill: Restraining Order,0.29940665992134197,1.2916666666666667
Skill: Juniper Networks Certified Internet Specialist,0.2993770013254108,2.9166666666666665
Skill: Mucosa,0.2993677358755583,0.3958333333333333
Skill: DOM Scripting,0.2993268190405208,0.1875
Skill: General Surgery,0.2993064708853374,73.60416666666667
Skill: Servicemanager,0.29916462399773625,0.6041666666666666
Skill: Software Prototyping,0.29916099309189315,6.479166666666667
Skill: Collateral Valuation,0.29910092080748446,2.1666666666666665
Skill: Strabismus,0.29909976127161697,1.7291666666666667
Skill: Dropwizard,0.29904772580513905,2.270833333333333
Skill: Property Surveys,0.29904330544335095,2.6041666666666665
Skill: Protein Purification,0.29901721384538715,6.979166666666667
Skill: Solenoid,0.2990074298913685,30.9375
Skill: Small Business Loans,0.2989474850775309,3.9583333333333335
Skill: Call Flow,0.2988140693977036,11.520833333333334
Skill: Crankshaft,0.29878796585526457,0.6875
Skill: Residential Mechanical Inspector,0.2987341798859589,0.1458333333333333
Skill: Radiative Transfer,0.29863816452579656,0.3958333333333333
Skill: Aeronomy,0.29863816452579656,0.3958333333333333
Skill: Privilege Escalation,0.29846603962536056,2.1041666666666665
Skill: Alcohol Rubs,0.2983291119735739,0.1041666666666666
Skill: Vital Statistics,0.2982338583335548,7.270833333333333
Skill: Hydrography,0.29820646035918175,0.4583333333333333
Skill: Levelling,0.29816687901834416,2.270833333333333
Skill: SARS Software Products,0.2981589680597498,1.8541666666666667
Skill: Cryotherapy,0.29802413581783715,5.916666666666667
Skill: Licensed Clinical Social Worker Associate,0.2980097900719472,0.0625
Skill: Urllib2,0.2980097900719472,0.0833333333333333
Skill: Chronic Prostatitis/Chronic Pelvic Pain Syndrome,0.2980097900719471,0.0625
Skill: Certified Professional Property Specialist,0.2980097900719471,0.0625
Skill: Cheminformatics,0.29793422449733437,0.7083333333333334
Skill: Sonicwall,0.2978519331698746,14.958333333333334
Skill: Gel Electrophoresis,0.29775498661039684,3.1875
Skill: Electronic Messaging,0.29751126163903446,4.25
Skill: Mysite,0.29749462208182637,0.0833333333333333
Skill: Certified Retinal Angiographer,0.29749462208182637,0.0833333333333333
Skill: Unmanned Aerial Systems (UAS),0.29711184581006994,2.7291666666666665
Skill: Educational Evaluation,0.29684051600468686,4.3125
Skill: SunOS,0.29682803591558476,0.3541666666666667
Skill: Coronary Care Unit,0.29682278918822114,15.5
Skill: Architecture Framework,0.29681667044577276,9.125
Skill: Physical Education,0.2966855443972817,82.16666666666667
Skill: Certified Nutrition Support Dietitian,0.29637181007798213,0.1666666666666666
Skill: Immunization Certification,0.2962902109131951,15.8125
Skill: Political Ecology,0.29605884792528203,0.4375
Skill: Genetics Testing,0.29602661260639695,13.083333333333334
Skill: Information Advice And Guidance,0.2955910938906829,0.1666666666666666
Skill: Liniment,0.2955674511211933,0.1875
Skill: Certified Veterinary Practice Management,0.2955584376238537,1.0416666666666667
Skill: Nursing Theories,0.295514735455218,11.791666666666666
Skill: Nuclear Design,0.2954216031009216,0.1041666666666666
Skill: Biochemistry,0.2952951152514146,141.97916666666666
Skill: Diaper Changing,0.2950993537308515,29.979166666666668
Skill: Advertising Mail,0.29509852263214653,216.85416666666663
Skill: Social Gaming,0.2950600155755688,0.7916666666666666
Skill: Gastrointestinal Endoscopy,0.2950068950562754,0.2291666666666666
Skill: Clinical Messaging,0.2948688789644299,1.625
Skill: Windows Internet Name Services,0.29480781483518925,0.2708333333333333
Skill: Connect-Direct (Internet Protocols Based Network Software),0.2947794811561451,3.395833333333333
Skill: Control Of Major Accident Hazards Regulations,0.29469933907706836,0.0625
Skill: Bus Analyzer,0.29439093819538625,0.8541666666666666
Skill: Welding Engineering,0.29414451717996093,0.75
Skill: Temporomandibular Joint (TMJ) Disorders,0.29406818145696245,0.5833333333333334
Skill: Object Recognition,0.2940482063117373,0.5
Skill: Ionic 2 (Mobile App Framework),0.2937376888656108,0.0416666666666666
Skill: Canine Therapy,0.2937376888656108,0.0625
Skill: Linear Algebra,0.2937208620571673,11.958333333333334
Skill: OLIGO Primer Analysis Software,0.2934644226193487,0.5833333333333334
Skill: PMI Professional in Business Analysis,0.29335520291834416,7.020833333333333
Skill: Package Delivery,0.2932320903187653,60.72916666666666
Skill: Meat Products,0.2931875491933825,39.22916666666666
Skill: Highway Capacity Software,0.29311911043710276,1.125
Skill: Suitecrm,0.29297307935254613,0.125
Skill: Airline Management,0.29283424880011816,4.895833333333333
Skill: Electromagnetic Absorption By Water,0.29282771456185175,0.2083333333333333
Skill: Sinhalese Language,0.2928154045018348,0.2083333333333333
Skill: Dairy Industry,0.29279214661637487,3.083333333333333
Skill: Genesys Contact Center,0.2927262803197317,1.2708333333333333
Skill: Pre-Anesthetic Assessment,0.2926882640834096,9.541666666666666
Skill: Nikto Web Scanner,0.2926459155338806,1.875
Skill: Multiphase Fluid Flow,0.2925464936515828,0.4166666666666667
Skill: Licensed Professional Clinical Counselor,0.29249560701849614,6.479166666666667
Skill: Information Ordering,0.29246796346635107,5.75
Skill: Handheld PC,0.2919396691329344,5.645833333333333
Skill: Rural Development,0.2918621328545029,7.75
Skill: Insurance License,0.2914372616665679,174.54166666666666
Skill: Pharmaceutical Marketing,0.29131996927395826,17.291666666666668
Skill: Polycystic Kidney Disease,0.2913006453644735,0.1041666666666666
Skill: SUSE Linux Enterprise Servers,0.29128436581579664,1.3541666666666667
Skill: Environmental Marketing,0.29126476542911917,0.1041666666666666
Skill: Serotype,0.291122320015485,0.0416666666666666
Skill: Flux (React.js),0.2909434034597218,18.3125
Skill: British Literature,0.29089275147339083,0.7083333333333334
Skill: Amazon Elasticsearch Service,0.29085469060918684,0.5208333333333334
Skill: Executive Coaching,0.2906794155080996,11.458333333333334
Skill: Bioorganic Chemistry,0.2904750211201237,0.1041666666666666
Skill: Merchandise Management,0.2903917796871347,13.75
Skill: Survivability,0.2902937146594562,5.9375
Skill: Rheometry,0.2900863683004277,0.2083333333333333
Skill: Animal Nutrition,0.2900047708880589,7.1875
Skill: SCARA Robot,0.2899305728047284,0.1666666666666666
Skill: Artificial Intelligence Markup Language (AIML),0.2899235611730582,1.5
Skill: Dosage Calculation,0.2898994807495485,2.1041666666666665
Skill: DNA Hybridization,0.28982636763154673,0.1875
Skill: Remote Direct Memory Access,0.28960971209580083,0.7916666666666666
Skill: cDNA,0.2894859467496905,0.8958333333333334
Skill: PeopleSoft Enterprise Manufacturing Solution,0.289477160266397,0.1875
Skill: Food Manufacturing,0.2893744573790266,222.08333333333331
Skill: Insight-Oriented Psychotherapy,0.2890482335546258,0.125
Skill: Ember CLI,0.2888555041647526,0.25
Skill: Iodine Value,0.28848244136802426,0.2291666666666666
Skill: Tax Deductions,0.2884767341611129,2.0416666666666665
Skill: Amplitudes,0.288465874084644,0.7083333333333334
Skill: Cell Adhesion,0.288461020211742,0.1041666666666666
Skill: Wcf Data Services,0.2883469862588639,0.5
Skill: Flash Memory,0.2883289894941355,0.2291666666666666
Skill: VAT Returns,0.28832718204967095,1.0625
Skill: Teradata FastLoad,0.2880793226816366,1.2291666666666667
Skill: Infrared Thermometer,0.2880407648910299,4.020833333333333
Skill: Database Modeling,0.2879568145065472,23.854166666666668
Skill: Serbian Language,0.2879300422287818,4.770833333333333
Skill: Hernia Repair,0.2878229089792569,0.375
Skill: Cloud9 (Software),0.28732042266606744,0.3541666666666667
Skill: Progressive Enhancement,0.2872862257130836,4.833333333333333
Skill: Drug Overdose Treatment,0.28716760899837684,2.1666666666666665
Skill: Work-In-Process Inventory,0.28715072512381684,1.6458333333333333
Skill: Computer Building,0.2870926652483803,1.6041666666666667
Skill: Cultural Psychology,0.28707336445039217,0.2083333333333333
Skill: Sales Intelligence,0.2869849893378673,3.395833333333333
Skill: Cognitive Disorders,0.2869817397691229,1.125
Skill: Mesoscopic Physics,0.2869438266442337,0.6458333333333334
Skill: Multi-Processing Modules,0.28687409614006026,1.2291666666666667
Skill: Particle Systems,0.2868530093824153,1.2291666666666667
Skill: X Window System,0.28676425053371735,0.6875
Skill: State Laws,0.28657728728294807,108.97916666666669
Skill: Medical Libraries,0.2865383073777396,1.0208333333333333
Skill: Supplementary Service Codes,0.2861353189429043,0.2291666666666666
Skill: Real Estate Sales,0.2861091796156162,39.645833333333336
Skill: Fluentd,0.2860164915418098,4.583333333333333
Skill: Orthopaedic Nursing,0.28590054976056534,1.125
Skill: Service Planning,0.2857252799627442,29.4375
Skill: Drug Discovery,0.28563275032079916,24.39583333333333
Skill: Tower Climbing,0.2855554676266771,8.229166666666666
Skill: Medical Science Liaison,0.28552734911986405,22.6875
Skill: Particle Physics Experiments,0.28551637088397747,12.3125
Skill: Average Accounting Return,0.2853916960311434,0.1875
Skill: Outcomes Research,0.28531368465369666,23.875
Skill: Commercial Development,0.28527280426193063,17.291666666666668
Skill: Storm Drains,0.2851728110359928,16.3125
Skill: Nuclear Criticality Safety,0.28515183674583844,0.1458333333333333
Skill: FXall,0.2849185432816619,1.3541666666666667
Skill: Apache Parquet,0.2849132695667408,12.1875
Skill: Resource Deployment,0.2848509150309918,14.395833333333334
Skill: Qualification Protocols (IQ/OQ/PQ),0.28477418614026523,29.479166666666668
Skill: Deed In Lieu Of Foreclosure,0.2845130278369098,0.5625
Skill: Direct Participation Programs,0.2843536252833535,0.0625
Skill: Restsharp,0.2843199801666907,0.375
Skill: Computational Physics,0.2841241641333364,1.0625
Skill: Biocides,0.2840057788258892,0.0625
Skill: Clinical Neuropsychology,0.28384536597896837,2.1041666666666665
Skill: Advanced Communication Server,0.2838259779436249,0.0833333333333333
Skill: Dark Fiber,0.283708380922169,4.083333333333333
Skill: SAP NetWeaver,0.2834985958548956,8.708333333333334
Skill: Economic Production,0.28342536364633314,0.1875
Skill: Passenger Transport,0.2831316135005929,0.6458333333333334
Skill: Patrol Functions,0.28304272593145435,0.6041666666666666
Skill: American Football,0.2828986720240062,0.3125
Skill: IBM Business Process Manager (BPM),0.28255351667971185,4.9375
Skill: Ligand,0.28253968737611557,1.75
Skill: Denodo,0.282452113750014,4.5625
Skill: Oracle RightNow,0.2823973673974358,1.6041666666666667
Skill: Print Mechanicals,0.28234917799959314,0.8333333333333334
Skill: Territory Expansion,0.2822546546048225,1.125
Skill: Inventory Management System,0.2822306298662609,352.4583333333333
Skill: Accounting Report Interpretation,0.2821554509740824,0.1458333333333333
Skill: Linden Scripting Language,0.28195661274825634,0.2916666666666667
Skill: Cross-Functional Integration,0.28172011841479744,7.8125
Skill: Validation Master Plan,0.28151983224606186,2.5
Skill: Contingent Liability,0.2814439871450272,2.0416666666666665
Skill: Steam Sterilization,0.2813979358365557,5.020833333333333
Skill: Geomatics,0.28109639459119057,0.375
Skill: Multivariate Testing,0.2810451508178282,20.8125
Skill: Microfluidics,0.2808784666620821,0.125
Skill: Southern Blot,0.2806482550579077,0.5208333333333334
Skill: Aliasing,0.2805395271501195,0.7291666666666666
Skill: Self-Regulation,0.2804563899538069,11.645833333333334
Skill: Classroom Management,0.2801223384831516,197.4375
Skill: Electronic Portfolio,0.2796732942315069,1.6666666666666667
Skill: Machine Vision,0.2795345616641789,9.875
Skill: Flocculation,0.2792489069178784,0.4166666666666667
Skill: Object-Oriented JavaScript,0.2791550324565196,8.541666666666666
Skill: Blood Testing,0.27901022960607647,23.104166666666668
Skill: Underground Utilities,0.27896507815006116,28.875
Skill: Pocket Doors,0.2788851460367466,2.333333333333333
Skill: Plastics Engineering,0.2788047208627776,4.8125
Skill: Incident Communication,0.27873126103299384,1.9791666666666667
Skill: Activity Manager,0.27858482598759127,1.8333333333333333
Skill: TIBCO Hawk,0.27856251257195197,0.8541666666666666
Skill: Boarding School,0.27840074764157496,1.1875
Skill: Storm Windows,0.27833735816881566,0.4791666666666667
Skill: Network Discovery,0.27827546988214885,2.770833333333333
Skill: Embolization,0.2782699643830721,1.5
Skill: Hazardous Waste Management,0.27826813394476135,15.708333333333334
Skill: Sindhi Language,0.2781408987412895,0.125
Skill: SAP Connector,0.2780919178280855,0.25
Skill: Pilot Experiment,0.27775887889421036,4.666666666666667
Skill: Resource Monitor,0.2776897243165609,0.8125
Skill: Health Laws,0.2776467721784367,0.8333333333333334
Skill: UMTS Terrestrial Radio Access Networks,0.2775440355227638,0.3333333333333333
Skill: SAP FM (Funds Management),0.2775033100058327,0.2916666666666667
Skill: Brand Representation,0.2774372739768679,14.270833333333334
Skill: History Of Medicine,0.27736336641106596,0.0416666666666666
Skill: Business Operating System,0.27729840523895594,2.3541666666666665
Skill: Liquor License (Alcohol Law),0.2772035357572963,16.958333333333332
Skill: Torch (Machine Learning),0.27712788878191363,5.583333333333333
Skill: Broadcast Programming,0.2768868609911167,0.1666666666666666
Skill: PHP Development,0.2768108063016864,6.0625
Skill: Ladder Logic,0.2767378388744726,42.958333333333336
Skill: Web Accessibility Initiative,0.27654036896918327,2.270833333333333
Skill: Veritas Cluster Servers,0.27651087556522613,1.9166666666666667
Skill: MariaDB,0.27596410359444834,21.20833333333333
Skill: LR-Jet (Pilot Certificate Aircraft Type Designation),0.27592553780652007,0.4791666666666667
Skill: Series 6 Investment Company And Variable Contracts License (Mutual Funds/Variable Annuities),0.27574549443942836,32.583333333333336
Skill: Cargo Handling,0.2756922696500942,21.75
Skill: Ligand Binding Assay,0.2756370067201462,0.2083333333333333
Skill: Cloudify,0.27562099799872963,0.1041666666666666
Skill: Synthetic DNA,0.27562099799872963,0.1666666666666666
Skill: Pulpers,0.27557804726073415,0.1666666666666666
Skill: IFS ERP,0.2755488092769851,0.7708333333333334
Skill: Certified Medical Coder,0.27528268588361543,2.8541666666666665
Skill: Chip Multithreading (Server Architecture),0.27524343712303534,0.1041666666666666
Skill: SAP EWM,0.2752232323006448,9.520833333333334
Skill: CSCS Card,0.2752048564125694,0.0625
Skill: Liquidation,0.27519786137518054,4.3125
Skill: Sociological Theory,0.2751825693269289,0.3958333333333333
Skill: Faceted Search,0.2751760695678934,1.1875
Skill: Plastic Welding,0.2751728158852467,2.458333333333333
Skill: Human Biology,0.27517041001012327,2.8541666666666665
Skill: Registered Representative (Securities),0.2751193950915386,15.541666666666666
Skill: Advanced Rest Client,0.27511094847126677,0.1875
Skill: Symmetrical Components,0.27494912606613797,0.8125
Skill: Firebug,0.27487057043101565,4.5625
Skill: Real Estate Settlement Procedures Act (RESPA),0.27486350065664655,3.875
Skill: Mobile Platform Development,0.27479645325531016,2.4166666666666665
Skill: Electronic Document Management Systems,0.27466827154592566,14.791666666666666
