,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Solution Sales Engineering,0.0330571277676768,0.045797082289220935,0.012739954521544132,38.53920585926172,High,90450.60480630124,41-4000,11-2000,15-1200,41-3000,41-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Publishing Industries (except Internet),Administrative and Support Services,Computer and Electronic Product Manufacturing,1179.4444444444443,0.020570427336550477,25.0,0.09778335846700377
Specialized Accounting,0.0250204636600742,0.04231504849915493,0.017294584839080727,69.12175998831765,High,84662.053005879,13-2000,11-3000,11-9000,43-3000,13-1000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Real Estate,660.0416666666666,0.023097208623314158,25.0,0.09351915661638846
Specialized Sales,0.0973481682166467,0.10530321800235458,0.00795504978570788,8.171750872604044,High,69702.69007034632,41-4000,11-2000,41-3000,41-2000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Durable Goods",Insurance Carriers and Related Activities,3491.6388888888887,0.04145366641856061,25.0,0.0543178828431957
Statistics,0.0085296474416884,0.009299557292986427,0.000769909851298026,9.026279885087797,High,95235.95020149685,15-2000,15-1200,99-9000,13-1000,13-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Insurance Carriers and Related Activities,Administrative and Support Services,Educational Services,297.4861111111111,0.0033065168515898848,14.0,0.13692135355678214
Supplier Management,0.0148248489076335,0.01590097115054173,0.0010761222429082323,7.258908671602876,Medium,82481.75889147837,13-1000,11-3000,15-1200,11-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,"Merchant Wholesalers, Durable Goods",441.56944444444446,0.0031707530621800546,28.0,0.09029399694085613
Supply Chain Management,0.0402234781406912,0.0369973710988359,-0.003226107041855303,-8.020457680390603,High,74531.90404244383,13-1000,11-3000,15-1200,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods","Merchant Wholesalers, Durable Goods",1016.7916666666666,0.029901356026750783,21.0,0.07081262371377517
System Design and Implementation,0.0152349175473937,0.01599268591136237,0.0007577683639686701,4.9738921238750295,Medium,109651.4535617152,15-1200,13-1000,11-9000,17-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,477.25,0.003295937118839343,25.0,0.07082057463724904
Tax,0.044673533690697,0.037747948343472115,-0.006925585347224886,-15.502658453604932,Medium,77167.4604816754,13-2000,11-3000,43-3000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,"Data Processing, Hosting, and Related Services",Credit Intermediation and Related Activities,1334.1944444444443,0.006618845428951433,23.0,0.08017082927663857
Teaching,0.0532185001096677,0.05446138622912384,0.001242886119456138,2.3354399633490512,Medium,59371.697529119774,25-2000,15-1200,11-9000,25-1000,29-1000,Educational Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Social Assistance,Administrative and Support Services,1463.763888888889,0.01145968432453688,15.0,0.09675386165847545
Technical Support and Services,0.0179522640519631,0.022122412726041076,0.004170148674077976,23.229096129643693,High,65349.88081305821,15-1200,99-9000,13-1000,49-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,"Merchant Wholesalers, Durable Goods",530.375,0.00899812907261025,27.0,0.1247516082604984
Telecommunications,0.0124892490782672,0.009484551620592453,-0.003004697457674746,-24.05827154895391,High,70286.6121177236,15-1200,29-1000,11-9000,43-4000,41-4000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Telecommunications,Hospitals,522.9444444444445,0.002986640072155892,13.0,0.029914345397123
Transportation Operations,0.0066423479524855,0.006481735976864701,-0.00016061197562079917,-2.4180000320624546,Medium,55763.95449107103,53-3000,49-3000,43-5000,13-1000,53-7000,Unclassified Industry,Truck Transportation,Administrative and Support Services,Motor Vehicle and Parts Dealers,"Professional, Scientific, and Technical Services",224.09722222222223,0.0009861399729172084,27.0,0.07075132200936357
Underwriting,0.0162256893229431,0.02045127778826751,0.00422558846532441,26.042582112979535,High,90780.97944218936,13-2000,43-4000,41-4000,99-9000,13-1000,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",521.8055555555555,0.012455219597128558,25.0,0.03708217120167531
Vehicle Repair and Maintenance,0.0103850280101393,0.010841076480975752,0.000456048470836452,4.3914033779321,Medium,52246.029880073176,49-3000,53-3000,49-9000,17-3000,41-2000,Unclassified Industry,Motor Vehicle and Parts Dealers,Truck Transportation,Repair and Maintenance,Administrative and Support Services,347.44444444444446,0.0011376132306867663,26.0,0.09729960712515462
Video and Web Conferencing,0.0103506992503463,0.019685040997666825,0.009334341747320524,90.18078413405962,High,65568.37782670793,15-1200,13-1000,11-2000,41-4000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,"Data Processing, Hosting, and Related Services",315.5833333333333,0.012347023033638922,24.0,0.058689598260447645
Web Analytics and SEO,0.0167050390306068,0.011536784202816548,-0.005168254827790252,-30.938298427923627,High,71736.79235641893,13-1000,15-1200,11-2000,27-3000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Durable Goods",Educational Services,666.0694444444445,0.0051099282166687495,21.0,0.07104608692706192
Web Design and Development,0.0122701166896095,0.012804580994429842,0.000534464304820341,4.355820880439812,Low,98838.08357804127,15-1200,13-1000,27-1000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,466.5138888888889,0.0004933473766647149,10.0,0.05776531242449973
Writing and Editing,0.1998678101929042,0.21562653307474314,0.015758722881838938,7.884572741668238,Medium,60438.37760852285,27-3000,13-1000,15-1200,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,6556.013888888889,0.03570059995217516,26.0,0.06301216676443627
