,July 2022 actual,July 2024 predicted,Percent change,Monthly average obs,model
Skill subcat: Customer Relationship Management (CRM),0.050354022520159,0.0516184841581758,2.5111432507910947,16617.208333333332,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Speech Language Pathology,0.0044350283052339,0.0056400930950148,27.17152421234312,1767.7708333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Aquaculture,2.696768189196866e-05,2.7993439848322533e-05,3.8036563930968006,9.583333333333334,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Landscaping and Horticulture,0.0049512213050957,0.004827128292127,-2.5063111770218445,446.2916666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Content Development and Management,0.0142705590606319,0.0168201194505825,17.865876025726678,1250.3958333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Geospatial Information and Technology,0.0027259788701977,0.0078818925474319,189.13989883055368,272.75,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Civil and Architectural Engineering,0.0077470113871844,-5.55287789835348e-05,-100.7167767827913,717.4791666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Science Software,0.0004572454502877,0.0003780339972636,-17.323617539389392,125.875,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Social Media,0.0130667629675806,0.0487563069932352,273.13225252652427,1255.9375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Hazardous Materials Management,0.005335998555816,0.0048630236126255,-8.863850659685397,1574.7916666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Road and Bridge Construction,0.0008313857675938,0.000729641729472,-12.23788547839446,236.45833333333331,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Roofing,0.0034513801786931,0.0039736506394375,15.132220552479476,1233.0625,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Production and Assembly,0.0089788318064712,0.0091522925913331,1.9318858911788888,932.0208333333334,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Financial Accounting,0.0137209252747465,0.0140119953911414,2.121359241935508,4494.416666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Financial Modeling,0.0102522369114463,0.0098782949633548,-3.6474181324663486,3113.7291666666665,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Plant Operations and Management,0.014139743403867,0.0196595567357389,39.03757779905903,1507.8958333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Business Strategy,0.074792997381851,0.0714803233309181,-4.429123269415514,22409.83333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Human Resources Management and Planning,0.0287560095287195,0.0312392156633482,8.635433689603717,2450.2916666666665,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Medical Equipment and Technology,0.0103787006658928,0.0163985785545508,58.00223055320343,1079.375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Inventory and Warehousing,0.1017775676312369,0.2300300282548865,126.01250315623302,11629.583333333334,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Merchandising,0.0586598160917643,0.0593297243654012,1.1420224580808995,19066.0,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: General Sales Practices,0.2172792227518085,0.2449250177343227,12.723625679613724,73819.5,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Risk Management,0.0341720630027802,0.0303937024953229,-11.056869780293628,3207.4375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Collaborative Software,0.0118116095540979,0.0097307105635215,-17.617404139933292,3287.020833333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Customer Service,0.3317199544519879,0.5968844884677832,79.9362626387236,31415.9375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Geological Engineering,0.0012485361060035,0.0010460744356739,-16.215924341801323,331.6666666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Dictation,0.0042989182306251,0.0043389154974184,0.9304030606668257,1379.9583333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
"Skill subcat: Ear, Nose, and Throat",0.001260978705492,0.0033247607160165,163.66509613017354,94.54166666666669,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Auditing,0.0640992749887272,0.0639202228474843,-0.2793356731014201,6392.645833333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Payment Processing and Collection,0.0209611301408661,0.0207241602282825,-1.13052068753489,6603.541666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Bioinformatics,0.0003421102681421,0.0003065702638127,-10.388464667373846,105.58333333333331,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Microsoft Windows,0.0012346262172858,0.0013181758809868,6.767203104165036,412.75,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Roads and Drainage,0.0014631952408505,0.0014326067392385,-2.090527686122056,452.2916666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Criminal Investigation and Forensics,0.0021549752820322,-0.0016123573279218,-174.82022375687313,232.4375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Industrial Engineering,0.0037798760036651,0.0006269576631646,-83.41327433607134,353.2916666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Recruitment,0.0170109146428734,0.030123666253218,77.0843419394741,1485.2708333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Real Estate Sales,0.0118235264305415,0.0279285673291833,136.211823039873,1120.7083333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: General Finance,0.0873732284176026,0.0829427910842486,-5.070703479306747,26159.95833333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Business Communications,0.0200618403749502,0.0135227787352122,-32.594525315348754,1819.7291666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Industry Specific Marketing,0.0016300212982039,0.0017294841127994,6.101933435170242,549.5,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Cash Management,0.0072450744613924,0.0070683382941786,-2.439397526631262,2190.9791666666665,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Firmware,0.0011548016343586,0.0011631825342523,0.7257436813687009,367.3541666666667,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Business Continuity,0.0097148466534815,0.0084211726224833,-13.316463729611089,2752.0,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Electronics Manufacturing,0.0004762597333098,0.0037559570333989,688.6362777925011,44.0625,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Plumbing,0.0116484629045095,0.0112375413191991,-3.5276893499083,3614.7083333333335,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Performance Management,0.0323365722260181,0.0304513410098769,-5.830028003476316,9005.854166666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Sea and Waterway Transportation,0.0001398540396511,0.0001504442398273,7.572323404186145,47.208333333333336,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Events and Conferences,0.0094764609492489,0.0076483621527566,-19.2909442278364,2356.125,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Insulation,0.0004545926050518,0.0003734312724518,-17.853641193910704,118.70833333333331,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Military Operations,0.0022541879188133,0.000513864196155,-77.20402137433511,140.14583333333334,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Health Care Administration,0.0328872311218021,0.0351180951831174,6.78337453540253,3390.458333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Cleaning and Janitorial Services,0.0476946948435938,0.0431868467200595,-9.45146653798076,14267.4375,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Neuroscience,0.0005523968061381,0.0004484722711843,-18.81338447272244,146.08333333333334,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Carpentry,0.0076474454193267,0.0076586557361593,0.1465890401030991,2439.5,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Environmental Regulations,0.0033619288452312,0.0022424951291078,-33.29736492523583,859.3541666666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Contract Management,0.0276907601289346,0.0199941203335567,-27.79497478415385,2743.8541666666665,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Cryptocurrency,0.0005184307634086,-0.0008280948112356,-259.73103250875937,26.5625,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Search Engines,0.0019024978930749,0.0017268923314794,-9.23026313115536,555.6458333333334,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Micro Manufacturing,0.0002107745372582,0.000452271647689,114.57603635251476,12.4375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Chemical and Biomedical Engineering,0.0024892217519908,0.0018556183144054,-25.45387678211732,232.33333333333331,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Environment and Resource Management,0.0077272784228904,0.0205328222570857,165.7186804122604,597.5,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Public Health and Disease Prevention,0.010349570663339,0.0118790181269818,14.777883193362976,851.2916666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Disaster Management,0.0053364397524864,0.0160686617197394,201.11202346569272,443.9583333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Process Engineering,0.0094869522040317,0.0092625600716726,-2.365271032605594,923.3541666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Blockchain,0.0008820842079848,0.0009358906841128,6.099925113830773,68.52083333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Blood Collection,0.0077284942830257,0.0070010209624079,-9.41287259816662,2277.020833333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Electronic Trading,0.0005758006290751,0.000743735230223,29.16540772413724,225.72916666666663,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Legal Support,0.0046220127794752,0.0052564556661369,13.726549815678732,1630.4583333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: C and C++,0.0083298251598857,0.0080169293922907,-3.75633055423329,2552.270833333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Food Science and Processing,0.0046922948883515,0.005052907808597,7.685214353017591,1607.0208333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Data Visualization,0.0082035870150748,0.0124138729096634,51.32249937560039,627.875,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Brand Management,0.0170685288412617,-0.0113561972870833,-166.5329589485807,1798.3333333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Journalism,0.0043035394804284,0.0033280039687421,-22.668213365366626,427.2916666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Promotions and Campaigns,0.0152635509912034,0.0152038214080339,-0.3913216734685344,4898.5,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Industrial Design,0.0057521078225568,0.0052020474202139,-9.562762370097566,1455.8333333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Electromechanical Engineering,0.0017965737807969,0.000937999981034,-47.789509617693824,204.5,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Cannabis,0.0013571459229152,0.0012672229858322,-6.625885659357987,87.35416666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Property Management,0.0056420955586741,0.0056034918047449,-0.6842095020856274,1792.5208333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Public Relations,0.0185359924295142,0.0179674697988108,-3.0671280907417877,5791.833333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Commercial Lending,0.0019497361194828,0.0018029423566064,-7.528904112180033,550.8333333333334,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
"Skill subcat: Company, Product, and Service Knowledge",0.0269803050395457,0.0153167509927704,-43.22988205537239,3107.2916666666665,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Social Skills,0.1126497741881195,0.1753569167960129,55.66557328661449,10656.0625,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Business Leadership,0.0226374023607942,0.0213322122014024,-5.765635732358864,2063.5625,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Business-to-Business (B2B) Sales,0.0182070210187979,0.0202144983455645,11.02584176013184,1818.2083333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Government Assistance,0.0063379153741495,0.0098640173911597,55.63504415650825,203.1875,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Product Development,0.0367240457743067,0.0337190183256301,-8.182724384847075,3489.020833333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Employee Training,0.0336114029688585,0.0326676319095007,-2.8078895136636173,3100.9791666666665,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Supply Chain Management,0.0323240113298538,0.0244840665597134,-24.25424459277919,3156.770833333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Poison Control,1.0207119339203644e-05,8.982876533458617e-06,-11.994008936908754,2.7916666666666665,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Climate Change,0.0001715040068514,0.0009379250351102,446.8822870843286,6.854166666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Fundraising and Crowdsourcing,0.0060560110404912,0.0051252858192218,-15.368618304135545,1649.7708333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Cash Register Operation,0.0440660563025743,0.5989902939050407,1259.300886360571,4291.125,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Child Care,0.0004811529218244,0.0007510785462009,56.09975792166366,56.66666666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Religious Studies and Services,0.0009113105903152,0.0009201824708528,0.9735298406365978,292.5833333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Hepatology,0.0009061150140047,0.0006998642621738,-22.76209406566904,238.64583333333331,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Solution Sales Engineering,0.0071362324374205,0.0106901020693081,49.80036262905417,2965.0625,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Video and Web Conferencing,0.008013476892881,0.0040838977041527,-49.03713133832399,1875.0208333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Rail Transportation,0.0004794220278652,0.0004312595955441,-10.045936465531351,135.60416666666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Pediatrics,0.0112244259171527,0.0114221638786534,1.761675500913817,3596.645833333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Prospecting and Qualification,0.0094380975810576,0.0112109557807028,18.784063042570683,3475.4791666666665,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Clinical Informatics,0.005274643831692,0.0158306544154731,200.12745733383375,409.7291666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Mining Engineering,0.0001079688943588,0.0001106476437848,2.4810381192735407,34.916666666666664,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Power Generation,0.0009354489356138,0.0006806395948053,-27.23925712110683,82.33333333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Structured Finance,0.0007005268800788,0.0006215575799023,-11.272843686971298,198.47916666666663,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Employee Relations,0.015110591337655,0.0243880810277686,61.397264228795976,1137.7083333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Higher Education,0.0043191123673354,0.0062738302103254,45.25739727850444,345.0,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Supplier Management,0.0138156922857708,0.0112132384861702,-18.836940963725333,1316.9166666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Electrical Construction,0.0020233386258219,0.00148905553281,-26.406014603456143,200.125,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Underwriting,0.0079750491058752,0.0084729456155746,6.243177980341224,2695.625,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Real Estate Development,0.000585179608087,0.0003938179794853,-32.701349458720344,54.47916666666666,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Solar Energy,0.0002946869105382,0.0006360334675284,115.83363386136946,30.791666666666668,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Law Enforcement and Criminal Justice,0.0043742030889542,0.0043570288273035,-0.3926260692849158,1384.4583333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Natural Gas,0.0006624806997404,0.0016780126562905,153.29230828128985,57.9375,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Mathematical Software,0.0021114248473162,0.0035854699290772,69.8128130695552,229.97916666666663,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Concrete and Masonry,0.0023854716287567,0.0019601825193898,-17.82830297539776,635.9791666666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Equipment Repair and Maintenance,0.0164418288418282,0.0146411090883337,-10.95206482695798,4812.833333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Conservation,0.000466081363927,0.00040624884399,-12.837355141788343,129.29166666666666,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Energy Efficiency,0.0006694440495314,0.000764296866206,14.16889383675834,70.29166666666667,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Funeral and Mortuary Services,0.0003282665756561,0.0002870187231285,-12.5653525477453,92.47916666666669,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Water Energy,1.7644506365746302e-05,3.3274984729086833e-05,88.58552367146042,10.145833333333334,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Sales Management,0.0249742317903542,0.0319379739176669,27.883709039660275,9917.5625,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Sales Analysis,0.0044245604693674,0.0052151068820188,17.86723038648916,1638.5208333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Ground Freight Transportation,0.0122693586538977,-0.1597581629492188,-1402.0905774766572,1845.3958333333333,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Genetic Disorders,0.0002168478347293,0.0002146104639528,-1.0317699410247672,70.08333333333333,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Marine and Naval Engineering,1.2983755719667455e-05,-0.0004017911030642,-3194.567640821964,1.625,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Statistical Software,0.0052846001550924,0.00647628662946,22.55017294391241,1917.75,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Environmental Geology,0.0008580165487287,0.0007286217014873,-15.08069365714692,235.04166666666663,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Office Management,0.018135094066561,0.0176107157934083,-2.8915111839402763,5625.75,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Presentation Design,0.0018168259385211,0.0018295810621091,0.7020553437487084,585.5625,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Hospitality Services,0.0103586515928337,0.0364318586072462,251.70464302950788,848.7708333333334,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
Skill subcat: Pricing Analysis,0.0045954170586893,0.0041826246085603,-8.982698302615793,1372.375,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Nuclear Medicine,0.0006575589653484,0.000476115623545,-27.593470907550373,153.625,predicted job posting shares 16_06_15_03_2023 ARIMA test lvl subcategory
Skill subcat: Wind Energy,0.0001382114235805,5.35677886767344e-05,-61.24214099745936,8.020833333333334,predicted job posting shares 14_33_06_03_2023 VAR no differencing 1 month input 3.5 year output lvl subcategory
