,July 2022 actual,July 2024 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Management Information Systems,0.00485527275872,0.005352706685887695,0.0004974339271676953,10.24523135748267,High,105421.00819224468,15-1200,13-1000,99-9000,11-9000,13-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Credit Intermediation and Related Activities,1614.5625,0.002982161494561513,23.0,0.15546393582512869
Manufacturing Engineering,0.0016654232609464,0.0015244943640559414,-0.00014092889689045862,-8.462046867915957,Medium,88082.55299223389,17-2000,15-1200,11-9000,17-3000,11-3000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Computer and Electronic Product Manufacturing,Miscellaneous Manufacturing,483.2291666666667,0.000172706964069931,23.0,0.24275288684775548
Manufacturing Operations,0.0023436243362435,0.0021711672579065662,-0.00017245707833693372,-7.358563216379556,Low,73680.58877026492,11-3000,17-2000,51-9000,51-1000,15-1200,Chemical Manufacturing,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Miscellaneous Manufacturing,736.4583333333334,0.0001927491816533438,27.0,0.23227294123091724
Manufacturing Processes,0.0051722840186437,0.004645908297063731,-0.0005263757215799693,-10.1768526183525,High,67073.90680713128,17-2000,51-9000,11-3000,11-9000,17-3000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Chemical Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",1371.3958333333333,0.0012422492005947146,15.0,0.2670132171017625
Map Reading,0.0007495243374274,0.0007837297106272817,3.420537319988163e-05,4.563610745087355,Medium,39208.585106382976,53-3000,29-2000,43-5000,11-9000,53-7000,Food Services and Drinking Places,Unclassified Industry,Ambulatory Health Care Services,"Merchant Wholesalers, Durable Goods",Administrative and Support Services,290.8125,9.435155781172872e-05,24.0,0.32702725083534334
MapReduce,0.0003554251723426,0.0001970959972790322,-0.00015832917506356783,-44.5464157814213,High,141036.70059288538,15-1200,15-2000,99-9000,11-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Administrative and Support Services,Insurance Carriers and Related Activities,217.64583333333331,9.80361299259163e-05,19.0,0.09901476970695804
Market Analysis,0.0017953232138319,0.001617931000023637,-0.00017739221380826294,-9.88079541564222,Medium,97138.40089753178,11-2000,13-1000,41-4000,99-9000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Real Estate,Insurance Carriers and Related Activities,546.2083333333334,0.00031300746761627455,24.0,0.14385578282914485
Market Data,0.0008733871940381,0.0010480996739936168,0.00017471247995551678,20.00401209774267,High,107275.2608131488,15-1200,13-1000,11-2000,13-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Real Estate,216.5,0.0009380934461157981,21.0,0.6234487781316138
Market Development,0.0008492992049638,0.0008282512726481242,-2.1047932315675782e-05,-2.4782705779846945,High,99571.92052980133,11-2000,41-4000,11-9000,13-1000,15-1200,"Professional, Scientific, and Technical Services",Unclassified Industry,Miscellaneous Manufacturing,Insurance Carriers and Related Activities,Computer and Electronic Product Manufacturing,288.8333333333333,0.00020770181007789048,24.0,0.7437595753042965
Market Dynamics,0.0013494850981149,0.0014396995795263707,9.021448141147072e-05,6.685103936122867,Medium,75435.4247020585,11-2000,41-4000,11-3000,11-9000,13-1000,Unclassified Industry,Chemical Manufacturing,"Professional, Scientific, and Technical Services",Administrative and Support Services,Miscellaneous Manufacturing,349.6666666666667,0.00027611169600830036,16.0,0.08712709007308972
Market Intelligence,0.0017713191443296,0.0015037920174475867,-0.0002675271268820134,-15.103270787674216,Medium,99563.8352173913,11-2000,13-1000,41-4000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,"Merchant Wholesalers, Durable Goods",525.6875,0.00019710570692816652,23.0,0.2045339278725821
Market Liquidity,0.0009963408254907,0.0016392755803789046,0.0006429347548882046,64.52960055827863,High,118758.05357142857,13-2000,11-3000,99-9000,15-1200,13-1000,Credit Intermediation and Related Activities,Unclassified Industry,"Professional, Scientific, and Technical Services","Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Real Estate,261.7708333333333,0.0015080138753330613,24.0,0.7273579282195897
Market Opportunities,0.0013201206633788,0.0013997420613968928,7.962139801809287e-05,6.0313727545408495,Low,116847.15814266488,11-2000,41-4000,11-9000,11-3000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Administrative and Support Services,Insurance Carriers and Related Activities,458.1458333333333,7.59809111947984e-05,21.0,0.11143155130441948
Market Requirements Documents,0.0007467889307172,0.000698526123533999,-4.826280718320101e-05,-6.462710572966106,Medium,97225.19524617997,11-2000,15-1200,13-1000,11-9000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Computer and Electronic Product Manufacturing,"Merchant Wholesalers, Durable Goods",234.85416666666663,9.478061062908297e-05,13.0,0.07331283960072381
Market Research,0.0063229687415705,0.008149596606321936,0.0018266278647514353,28.88876949117634,High,79059.38027929155,11-2000,13-1000,99-9000,11-9000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Miscellaneous Manufacturing,Chemical Manufacturing,1987.5,0.007240524978769263,27.0,0.07514152659207653
Market Segmentation,0.0010002110100559,0.0011323251679047702,0.00013211415784887006,13.208628631421126,High,105739.91959798997,11-2000,15-2000,13-1000,41-4000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,Insurance Carriers and Related Activities,333.0416666666667,0.00075944286302577,26.0,0.054707114295024034
Market Share,0.0041724197375939,0.004669034772844982,0.0004966150352510822,11.902326862672355,High,87679.44530493708,11-2000,41-4000,11-9000,41-1000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Durable Goods",Administrative and Support Services,Credit Intermediation and Related Activities,1495.7708333333333,0.0018313754251385785,23.0,0.06723460899736775
Market Trend,0.0053369530665962,0.007854489079130559,0.002517536012534359,47.17178474533583,High,101337.65775465764,11-2000,13-1000,41-4000,15-1200,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods",Insurance Carriers and Related Activities,1584.4375,0.008183200186045495,24.0,0.16520566209600843
Marketing,0.0835793697966458,0.08343857028559373,-0.00014079951105207267,-0.16846203960935252,High,69404.5013375339,11-2000,13-1000,41-4000,11-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,27107.0,0.03415305446561611,24.0,0.05398793850908736
Marketing Analytics,0.0015938267458079,0.001371958713121926,-0.000221868032685974,-13.9204611335287,High,100375.8781120332,11-2000,13-1000,15-2000,15-1200,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Chemical Manufacturing,Administrative and Support Services,412.75,0.0006874503921540398,16.0,0.28603486375005527
Marketing Automation,0.0019305437688752,0.0018066819910260335,-0.00012386177784916644,-6.415901045399893,Medium,98548.85864618883,11-2000,13-1000,15-1200,41-4000,27-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Publishing Industries (except Internet),Insurance Carriers and Related Activities,656.0,0.00023841740165806742,28.0,0.08657239080120258
Marketing Budgets,0.0006441430697447,0.0005545657522657763,-8.957731747892377e-05,-13.906431922713516,Medium,88888.6011826544,11-2000,13-1000,11-9000,21-1000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Chemical Manufacturing,235.125,7.441625759708787e-05,24.0,0.1818000372108486
Marketing Channel,0.0011915590488689,0.0012564870705398191,6.492802167091909e-05,5.448997406595392,Medium,86981.15538461538,11-2000,13-1000,11-9000,99-9000,27-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Durable Goods",Publishing Industries (except Internet),343.625,0.00023155782848579727,24.0,0.17076922392996005
Marketing Collateral,0.0014229825809766,0.0014673388109079167,4.435622993131656e-05,3.117130913919878,High,66940.69616788322,11-2000,13-1000,27-1000,41-3000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Insurance Carriers and Related Activities,Administrative and Support Services,Real Estate,565.7291666666666,0.0009791502032245822,16.0,0.1533339809346482
Marketing Communications,0.0045174477825333,0.004276426363956955,-0.00024102141857634558,-5.335344871240222,Low,70071.81590106006,11-2000,13-1000,27-3000,99-9000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Insurance Carriers and Related Activities,1405.1458333333333,0.0003758712478602822,24.0,0.10402347516922596
Marketing Management,0.003156438382058,0.0031274211978791827,-2.9017184178817268e-05,-0.9193014615383698,High,67497.23604432364,11-2000,13-1000,41-4000,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Chemical Manufacturing,Miscellaneous Manufacturing,1191.3958333333333,0.0009671606075839213,24.0,0.08400673710311017
Marketing Materials,0.0045786608342786,0.00456744617051606,-1.1214663762540433e-05,-0.2449332712871138,Medium,59644.81920333737,13-1000,11-2000,41-4000,99-9000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Real Estate,1427.3958333333333,0.0009505607222960461,17.0,0.10860024925183677
Marketing Operations,0.0016159601348348,0.0016926126764324743,7.665254159767423e-05,4.743467363166755,Medium,90506.54620034544,11-2000,13-1000,15-1200,11-9000,41-4000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Miscellaneous Manufacturing,Chemical Manufacturing,514.7083333333334,0.0003991013496432773,21.0,0.13984714721926525
Marketing Planning,0.0024343143460761,0.0022492841761002514,-0.0001850301699758486,-7.600915234061735,Medium,74197.17684478371,11-2000,11-9000,13-1000,41-4000,41-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,Real Estate,Accommodation,726.9375,0.0003047748301224649,24.0,0.23097580729374223
Marketing Research,0.0011967726475348,0.0015178054458422777,0.0003210327983074778,26.824877638101498,High,81136.53476245655,11-2000,13-1000,99-9000,11-9000,15-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Health and Personal Care Stores,Administrative and Support Services,Educational Services,393.5208333333333,0.0012828832587190651,23.0,0.07330342171705347
Marketing Strategies,0.0071268321665663,0.006444311600140504,-0.0006825205664257967,-9.576773389271974,Low,78341.7791865105,11-2000,13-1000,41-4000,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,2170.270833333333,0.0006209208431626176,24.0,0.14486223094928263
Marketo,0.0008551061671724,0.0008298638029461598,-2.5242364226240178e-05,-2.951956750552941,Medium,100694.40332805071,11-2000,13-1000,15-1200,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Publishing Industries (except Internet),Educational Services,291.1458333333333,0.0001844851750771991,28.0,0.12644876436211833
Masonry,0.0007970101909752,0.0013489036969531586,0.0005518935059779587,69.24547668614836,High,61942.091631355936,49-9000,47-2000,11-9000,17-2000,13-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Specialty Trade Contractors,Construction of Buildings,210.60416666666663,0.0018653129748062737,24.0,0.728656228887259
Master Of Business Administration (MBA),0.0151532737070458,0.01365946660758003,-0.0014938070994657705,-9.85798269301502,Medium,123641.75281964794,11-2000,11-3000,11-9000,13-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,5016.625,0.0018991748950196068,24.0,0.04578262199584044
Material Handling,0.0045242188954984,0.00404380925331083,-0.00048040964218756983,-10.618620656608318,Medium,41352.17777282851,53-7000,51-9000,17-2000,43-5000,17-3000,Administrative and Support Services,Unclassified Industry,"Merchant Wholesalers, Nondurable Goods","Professional, Scientific, and Technical Services","Merchant Wholesalers, Durable Goods",1346.7291666666667,0.0005801892451978514,27.0,0.04877134041247423
Material Handling Equipment,0.0041434615880913,0.004206735422745044,6.327383465374453e-05,1.5270766557990911,Medium,41279.56864206734,53-7000,49-9000,17-3000,51-9000,43-5000,Unclassified Industry,Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods","Merchant Wholesalers, Durable Goods",Warehousing and Storage,1280.2291666666667,0.0005367157839590665,26.0,0.06308005242939599
Material Requirements Planning,0.0019863492774973,0.00143164140295926,-0.0005547078745380401,-27.925998756721377,High,66670.82751726644,13-1000,11-3000,43-5000,15-1200,11-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Computer and Electronic Product Manufacturing,Transportation Equipment Manufacturing,560.2083333333334,0.0007870302806578923,23.0,0.19377359789157964
Material Safety Data Sheet,0.0014859642867423,0.0019172960680008011,0.0004313317812585011,29.027062433924016,High,41379.40650080257,37-2000,53-7000,11-9000,49-9000,35-3000,Unclassified Industry,Administrative and Support Services,Nursing and Residential Care Facilities,Accommodation,"Professional, Scientific, and Technical Services",443.5625,0.0018861212804786353,21.0,0.14874808963858233
Materials Management,0.0020636905275173,0.008876163872717885,0.006812473345200585,330.1111893650185,High,67836.8719824433,31-9000,13-1000,11-3000,11-9000,15-1200,Ambulatory Health Care Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,545.3958333333334,0.006574706481365999,15.0,0.38720926991802174
Materials Science,0.000692908341846,0.0006780952060624983,-1.4813135783501652e-05,-2.13782038531063,Medium,85125.3125984252,17-2000,11-9000,19-2000,99-9000,15-1200,Administrative and Support Services,Unclassified Industry,Gasoline Stations,Educational Services,"Professional, Scientific, and Technical Services",204.35416666666663,0.0001395354376021294,24.0,0.7685226404431134
Materials Transport,0.0007778227694645,0.0007290428534898769,-4.877991597462307e-05,-6.271340707627536,Medium,42384.63905325444,53-7000,53-3000,99-9000,51-9000,43-5000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Specialty Trade Contractors,"Merchant Wholesalers, Nondurable Goods",232.0,0.0001492034708813421,24.0,0.11936093179078608
Mathematics,0.0407400946635941,0.04055255448362972,-0.0001875401799643836,-0.46033319635845626,High,61955.5982233136,15-1200,99-9000,15-2000,53-7000,41-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Educational Services,Health and Personal Care Stores,11838.833333333334,0.01617659742336664,24.0,0.13087058424199055
Matrix Management,0.0024374126288903,0.002303586671106864,-0.00013382595778343607,-5.490492508212041,Medium,118743.02648766329,15-1200,11-2000,11-9000,13-1000,13-2000,Credit Intermediation and Related Activities,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,746.8958333333334,0.00029753934675989596,26.0,0.17110363524351296
Meal Planning And Preparation,0.0053176212996596,0.005085184900298575,-0.00023243639936102508,-4.3710596573679315,High,32453.918216682647,31-1100,39-9000,29-1000,99-9000,35-2000,Ambulatory Health Care Services,Unclassified Industry,Nursing and Residential Care Facilities,Social Assistance,Administrative and Support Services,1618.8125,0.0012910952755551854,24.0,0.05312903610695767
Meat Cutting,0.0005897849525272,0.0007254026652003694,0.00013561771267316938,22.99443417334641,Low,40929.96216617211,51-3000,35-2000,35-3000,99-9000,51-9000,Food and Beverage Stores,Food Services and Drinking Places,Administrative and Support Services,Unclassified Industry,General Merchandise Stores,211.02083333333331,5.327609676673179e-05,18.0,0.2603995608401403
Mechanical Aptitude,0.0054802404310167,0.005039671833125832,-0.0004405685978908676,-8.03922023926846,Medium,45279.90252762222,51-9000,49-9000,49-3000,17-3000,51-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Fabricated Metal Product Manufacturing,"Merchant Wholesalers, Durable Goods",1793.7083333333333,0.0011731037705706682,14.0,0.10840470941790828
Mechanical Design,0.0007593961260926,0.0007270834961193565,-3.231262997324344e-05,-4.255042771880465,High,87905.93392070485,17-2000,17-3000,15-1200,11-9000,99-9000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Computer and Electronic Product Manufacturing,Machinery Manufacturing,211.22916666666663,0.00024711658106509667,24.0,0.6263344469853303
Mechanical Electrical And Plumbing (MEP) Systems,0.0009515038247785,0.0008973117917636187,-5.41920330148813e-05,-5.6954088468847335,Low,75991.70290423861,11-9000,49-9000,17-2000,13-1000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Real Estate,Construction of Buildings,295.875,2.5487220430314286e-05,21.0,0.0982419562465445
Mechanical Engineering,0.0041821762492185,0.003149601062863466,-0.0010325751863550343,-24.68990125770012,High,91543.03057014254,17-2000,11-9000,99-9000,15-1200,17-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Computer and Electronic Product Manufacturing,Machinery Manufacturing,1201.3958333333333,0.0010613576717044832,23.0,0.18636595833616662
Mechanical Systems,0.0022992760456593,0.002258590103495545,-4.068594216375494e-05,-1.7695109832751097,High,64808.23952199515,49-9000,17-2000,17-3000,11-9000,15-1200,Unclassified Industry,Administrative and Support Services,Utilities,"Professional, Scientific, and Technical Services",Real Estate,620.9583333333334,0.0006365422845741158,16.0,0.2627558136711581
Mechanics,0.005469084240378,0.005430930298652526,-3.815394172547448e-05,-0.6976294393819291,Low,52831.99102438153,49-3000,49-9000,53-7000,49-1000,17-3000,Unclassified Industry,Administrative and Support Services,Hospitals,Motor Vehicle and Parts Dealers,Truck Transportation,1661.8541666666667,0.00022673149353561955,21.0,0.11685110109621016
Media Planning,0.001290088984871,0.0012738070692385598,-1.6281915632440245e-05,-1.2620769437906891,Medium,87221.64663805436,11-2000,27-3000,41-4000,13-1000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Broadcasting (except Internet),381.2291666666667,0.00013820788160383787,23.0,0.6699093268425832
Media Relations,0.0011815471223167,0.0015266084164134843,0.0003450612940967843,29.20419233218653,High,71314.94158200291,11-2000,27-3000,41-4000,99-9000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",401.5,0.0010188243387701773,20.0,0.2914759291512532
Mediation,0.0012009378588492,0.0013859520021246591,0.00018501414327545904,15.405804880924398,High,76107.56755050505,13-1000,11-9000,23-1000,21-1000,11-3000,Unclassified Industry,Insurance Carriers and Related Activities,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,318.3125,0.0007415801183850207,24.0,0.21629232023092868
Medicaid,0.0055511302145478,0.01318365366502923,0.0076325234504814295,137.4949452722067,High,64536.57706035042,11-9000,29-1000,29-2000,13-1000,21-1000,Unclassified Industry,Insurance Carriers and Related Activities,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Hospitals,1656.8541666666667,0.015268822173576542,19.0,0.3050030512828735
Medical Affairs,0.0010979195272586,0.0009567045090135906,-0.00014121501824500943,-12.86205543657738,Medium,159075.9337431694,11-9000,11-2000,19-1000,13-1000,15-1200,Chemical Manufacturing,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Management of Companies and Enterprises,382.1041666666667,0.00023512740067348602,21.0,0.2008283629383341
Medical Assistance,0.0060918469482318,0.006108830082825903,1.6983134594103153e-05,0.27878465658157453,High,41420.17687609883,31-9000,29-2000,31-1100,43-6000,29-1000,Ambulatory Health Care Services,Unclassified Industry,Hospitals,Administrative and Support Services,Educational Services,2080.4375,0.0026376893675366716,23.0,0.0723586790866831
Medical Devices,0.004875628347528,0.004873976532660464,-1.6518148675363775e-06,-0.03387901517091365,Medium,84554.07268934531,17-2000,15-1200,11-9000,13-1000,11-2000,Administrative and Support Services,Miscellaneous Manufacturing,"Professional, Scientific, and Technical Services",Unclassified Industry,Hospitals,1530.1666666666667,0.0005296521622027043,20.0,0.20712312446362713
Medical Ethics,0.0005299498958347,0.0006959570643944968,0.0001660071685597968,31.325068627162654,Medium,66195.43307086614,29-1000,31-9000,11-9000,29-2000,31-1100,Hospitals,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,226.66666666666663,0.00013312868911794716,16.0,0.34956503303912606
Medical History Documentation,0.0031333923812277,0.003503434934541878,0.000370042553314178,11.809646169152648,High,58964.31418173798,29-1000,31-9000,29-2000,11-9000,43-6000,Ambulatory Health Care Services,Unclassified Industry,Hospitals,Administrative and Support Services,Social Assistance,733.5416666666666,0.0011546816212191352,23.0,0.1717742987174489
Medical Laboratory,0.0030026424985636,0.003022470543223398,1.982804465979794e-05,0.6603531612332556,High,67005.44881710646,29-2000,31-9000,11-9000,19-1000,99-9000,Hospitals,Unclassified Industry,Ambulatory Health Care Services,Administrative and Support Services,Educational Services,777.9166666666666,0.0010897827578332214,20.0,0.15625034970906182
Medical License,0.0010013782718663,0.0010170180985773962,1.56398267110963e-05,1.5618300446990792,Medium,159020.56053664922,29-1000,11-9000,25-1000,99-9000,29-2000,Unclassified Industry,Ambulatory Health Care Services,Insurance Carriers and Related Activities,Administrative and Support Services,Educational Services,350.2708333333333,0.00013042481531841234,27.0,0.10615697754553628
Medical Management,0.0013132364932784,0.0012004929044680689,-0.00011274358881033122,-8.585170255882472,High,75773.48094315245,29-1000,11-9000,29-2000,13-1000,99-9000,Insurance Carriers and Related Activities,Unclassified Industry,Ambulatory Health Care Services,Administrative and Support Services,Hospitals,478.0625,0.00033956500935278277,26.0,0.11592359512239349
Medical Necessity,0.0016091382726229,0.00135028060894276,-0.00025885766368013985,-16.086725925560213,High,71288.46144121366,29-1000,29-2000,11-9000,21-1000,43-6000,Hospitals,Insurance Carriers and Related Activities,Unclassified Industry,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",602.8958333333334,0.0005268207970764752,16.0,0.2737323173327611
Medical Office Procedures,0.001904549083558,0.0018151430922742173,-8.940599128378279e-05,-4.694339046214456,High,37254.4224952741,29-2000,31-9000,43-6000,43-4000,29-1000,Ambulatory Health Care Services,Unclassified Industry,Hospitals,Administrative and Support Services,Educational Services,701.375,0.0007442538452428556,22.0,0.10472984901537642
Medical Practices And Procedures,0.0012416706476456,0.001404241061014188,0.00016257041336858796,13.092877219643281,Medium,76173.30931263858,29-1000,29-2000,31-9000,11-9000,41-4000,Unclassified Industry,Ambulatory Health Care Services,Nursing and Residential Care Facilities,Hospitals,"Professional, Scientific, and Technical Services",331.0833333333333,0.0003042934525159876,24.0,0.09711030084552814
Medical Prescription,0.0097057630960033,0.012967508509721391,0.003261745413718091,33.60627476124194,High,54887.17522809649,29-2000,29-1000,31-9000,99-9000,43-4000,Health and Personal Care Stores,Ambulatory Health Care Services,Unclassified Industry,Hospitals,Administrative and Support Services,2621.0,0.003586136954787837,24.0,0.22369792228347427
Medical Privacy,0.004634369812763,0.004810662905893721,0.00017629309313072113,3.8040359369943246,Medium,58771.67968508799,29-2000,29-1000,31-9000,41-1000,43-6000,Hospitals,Health and Personal Care Stores,Unclassified Industry,Ambulatory Health Care Services,Administrative and Support Services,1211.8541666666667,0.0005008880851813019,16.0,0.1447416508461595
Medical Records,0.0194308955432643,0.02579806205836497,0.0063671665151006675,32.768260736741176,Medium,60996.48627605009,29-1000,29-2000,31-9000,43-6000,11-9000,Ambulatory Health Care Services,Unclassified Industry,Hospitals,"Professional, Scientific, and Technical Services",Administrative and Support Services,5261.3125,0.0030432627197136937,24.0,0.06814669155822996
Medical Records Release,0.0008635142602295,0.000887196509640095,2.3682249410595063e-05,2.742542943564236,Medium,45771.937226277376,29-2000,43-6000,43-4000,43-9000,11-9000,Unclassified Industry,Hospitals,Ambulatory Health Care Services,Social Assistance,Educational Services,233.52083333333331,0.00013053974655154906,16.0,0.7858825687470721
Medical Science,0.0015080683526279,0.001450604059835351,-5.746429279254901e-05,-3.8104567801859925,High,75421.23081264108,29-2000,29-1000,31-9000,11-9000,19-1000,Hospitals,Unclassified Industry,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Educational Services,501.5625,0.0004922127552856354,24.0,0.058006330243119325
Medical Surgical Nursing,0.0047489443154797,0.010577374608459764,0.005828430292980064,122.73107254556894,High,103426.50029406,29-1000,31-1100,29-2000,11-9000,25-1000,Administrative and Support Services,Ambulatory Health Care Services,Hospitals,Unclassified Industry,Educational Services,1750.6666666666667,0.011880051334880069,20.0,0.10371408937291174
Medical Terminology,0.0067661028610058,0.006616370878279015,-0.00014973198272678467,-2.2129723092108975,Low,45035.16271890436,29-2000,31-9000,43-6000,11-9000,29-1000,Hospitals,Unclassified Industry,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Administrative and Support Services,2217.520833333333,0.0005411278844394775,24.0,0.10814012265962675
Medical Ultrasonography,0.0042546194080557,0.004610151762222852,0.0003555323541671526,8.356384439322289,Medium,95402.4313238036,29-2000,29-1000,31-2000,31-1100,11-9000,Ambulatory Health Care Services,Unclassified Industry,Hospitals,Administrative and Support Services,"Professional, Scientific, and Technical Services",1090.6875,0.0005308663408411226,15.0,0.22444824271770805
Medical Ventilators,0.0006808182922988,0.0008042612068874567,0.00012344291458865674,18.131550809519034,Medium,77878.14619377162,29-1000,29-2000,31-1100,11-9000,49-9000,Hospitals,Unclassified Industry,Administrative and Support Services,Ambulatory Health Care Services,Nursing and Residential Care Facilities,215.02083333333331,0.00014349193155265626,23.0,0.24523411817084084
Medicare,0.0070767217498518,0.00707904813802917,2.3263881773699993e-06,0.03287381162638928,Low,69747.26852283318,29-1000,11-9000,41-3000,29-2000,13-1000,Insurance Carriers and Related Activities,Unclassified Industry,Ambulatory Health Care Services,Hospitals,Nursing and Residential Care Facilities,2233.145833333333,0.00041126505466065275,24.0,0.17026810074240148
Medicare Advantage,0.0008387942367192,0.0006557507333224322,-0.00018304350339676788,-21.822217581359546,High,96458.26339285714,41-3000,11-9000,13-1000,29-1000,15-2000,Insurance Carriers and Related Activities,Unclassified Industry,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Administrative and Support Services,218.66666666666663,0.00022014356169252388,20.0,0.22058631618555208
Medication Administration,0.009534528568419,0.010910230701448783,0.0013757021330297829,14.428632974958925,Medium,74207.984416659,29-1000,29-2000,31-9000,31-1100,11-9000,Unclassified Industry,Ambulatory Health Care Services,Nursing and Residential Care Facilities,Hospitals,Administrative and Support Services,2261.2916666666665,0.0022958113458442313,21.0,0.025830539700839202
Medication Dispensation,0.002543838813046,0.003321507730081801,0.000777668917035801,30.570683686700185,Medium,49288.72331081081,29-2000,29-1000,99-9000,11-3000,43-4000,Health and Personal Care Stores,Unclassified Industry,Hospitals,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",675.0208333333334,0.0007183830707937976,24.0,0.15139919628874393
Meeting Facilitation,0.0020525012766468,0.0019239200234131293,-0.0001285812532336708,-6.264612582542983,High,92158.9299011053,15-1200,13-1000,11-9000,99-9000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,574.7291666666666,0.0006707493497105356,23.0,0.22627799299326604
