,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Technical Support,0.1152370141322186,0.11674901567159444,0.0015120015393758485,1.3120797607971992,Medium,77682.55781007593,15-1200,17-2000,99-9000,13-1000,49-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,952.4305555555557,0.02070142059273136,26.0,0.04065079216255652
Technology Solutions,0.0358079956929821,0.05055095820581331,0.014742962512831213,41.17226398047362,High,110466.55697135636,15-1200,13-1000,41-4000,11-9000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,338.22222222222223,0.03539063988049364,30.0,0.12844546860369155
Telecommunications,0.0239865183233154,0.0264694669950608,0.002482948671745401,10.35143424434351,High,67837.60253179746,15-1200,41-4000,13-1000,11-9000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Telecommunications,Administrative and Support Services,Motor Vehicle and Parts Dealers,227.76388888888889,0.007674671897274941,30.0,0.13208486551153148
Thought Leadership,0.0268480034778979,0.02636197394141685,-0.0004860295364810495,-1.810300482421957,Medium,132644.25886691778,15-1200,11-2000,11-9000,13-1000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,262.09722222222223,0.004306406641408353,18.0,0.1850026012655088
Time Management,0.0761153325946548,0.07398731833579661,-0.0021280142588581963,-2.7957760760118333,High,56706.89005925603,13-1000,15-1200,41-4000,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Ambulatory Health Care Services,563.7083333333334,0.020789005447707575,26.0,0.08182994761929764
Timelines,0.0382357716834503,0.04297380995599573,0.004738038272545431,12.391637631302757,Medium,95373.37237263985,15-1200,13-1000,11-9000,11-2000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Chemical Manufacturing,Insurance Carriers and Related Activities,288.52777777777777,0.008797131375659208,33.0,0.08749891926935299
Troubleshooting (Problem Solving),0.2751281032621402,0.28475589164052706,0.009627788378386848,3.4993838376494586,Medium,65568.73791217501,15-1200,49-9000,17-3000,99-9000,17-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Computer and Electronic Product Manufacturing,2253.180555555556,0.03593437695993776,26.0,0.040973839744737624
Unix,0.0308008423941826,0.016765456545439737,-0.014035385848742865,-45.56818826290851,Medium,116078.88217131476,15-1200,99-9000,15-2000,13-1000,17-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Educational Services,363.43055555555554,0.003599831751603871,26.0,0.03398649841085701
Valid Driver's License,0.038546167739169,0.03458185648190175,-0.003964311257267254,-10.284579479061643,Medium,46969.10002349624,53-3000,11-9000,41-4000,49-9000,31-1100,Unclassified Industry,Administrative and Support Services,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Motor Vehicle and Parts Dealers,286.80555555555554,0.003530343252298292,22.0,0.08943686503071972
Verbal Communication Skills,0.1144484949251094,0.11083773840907327,-0.003610756516036137,-3.154918304866197,Low,64685.48723970641,15-1200,13-1000,11-9000,99-9000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,949.9444444444443,0.0093057004659083,18.0,0.07512325397818868
Virtual Private Networks (VPN),0.0425048469896401,0.03984206090529791,-0.0026627860843421863,-6.26466455694147,Medium,89899.30609555189,15-1200,99-9000,17-2000,41-4000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,"Merchant Wholesalers, Durable Goods",Computer and Electronic Product Manufacturing,357.05555555555554,0.004071365011762485,22.0,0.11989424776981661
Virtualization,0.0278342392984843,0.027550124638298583,-0.0002841146601857171,-1.0207380095391665,Medium,112562.6269483183,15-1200,99-9000,41-4000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Computer and Electronic Product Manufacturing,"Merchant Wholesalers, Durable Goods",295.47222222222223,0.006222892031416902,21.0,0.061852742218517796
Vulnerability,0.0471072248398033,0.04858339457706646,0.0014761697372631596,3.1336376580941536,Medium,107696.6916862132,15-1200,11-9000,99-9000,13-1000,33-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,383.34722222222223,0.005807644182693412,32.0,0.08110471970626827
Waterfall Methodology,0.0217171650542668,0.021737012238358274,1.9847184091474623e-05,0.09138938734351619,High,124818.67046979866,15-1200,13-1000,11-9000,11-3000,11-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,210.66666666666663,0.0063184331337238515,26.0,0.1144804347286106
Web Services,0.0205013329744915,0.012092148196488574,-0.008409184778002924,-41.01774644832088,High,117786.54747912155,15-1200,13-1000,99-9000,11-9000,11-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,249.41666666666663,0.006776892773202049,26.0,0.053783741961361854
Wide Area Networks,0.033922563034584,0.03935376344487607,0.005431200410292075,16.010583884109746,High,92971.24049898464,15-1200,11-9000,41-4000,99-9000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Telecommunications,Computer and Electronic Product Manufacturing,329.2361111111111,0.023711637874906707,24.0,0.04249229194446958
Willingness To Learn,0.0204165457326168,0.019975073753256783,-0.00044147197936001553,-2.162324543738731,High,51512.33082842507,15-1200,99-9000,11-9000,41-4000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Ambulatory Health Care Services,206.25,0.0074355502197348995,31.0,0.08454716860728642
Windows PowerShell,0.048124039188468,0.05286610517159529,0.0047420659831272916,9.853840332387637,Medium,112753.34795390404,15-1200,99-9000,17-2000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",388.69444444444446,0.011114934226836725,34.0,0.08798199518181359
Windows Servers,0.0479334777865821,0.04021474956119269,-0.00771872822538941,-16.103000620476767,Medium,89919.17245893835,15-1200,99-9000,13-1000,17-2000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,"Merchant Wholesalers, Durable Goods",Educational Services,462.02777777777777,0.007106904444957252,32.0,0.058919829671594606
Workflow Management,0.0766734040928377,0.08730357764344802,0.010630173550610328,13.864225380862313,Low,80502.37859696157,15-1200,13-1000,11-9000,99-9000,29-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Health and Personal Care Stores,Hospitals,595.2638888888889,0.008241493773977942,22.0,0.07145811948460631
Writing,0.1519217485892891,0.1472390470567653,-0.004682701532523814,-3.0823115031299455,Low,64885.46853571254,15-1200,13-1000,11-9000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,1320.236111111111,0.013445192424952988,32.0,0.1679354328446045
